user,item,rating,timestamp,feature Str,feature_second,feature_third,feature_forth,feature_fifth
22215,21,14.9,2012,Kids,24.77,Xbox,Low,Good
22216,36,31.5,2011,Teens,55.28,PC,High,Poor
22217,7,26.8,2019,Teens,45.06,Nintendo Switch,Ultra,Excellent
22218,25,16.4,2022,Teens,27.33,PC,Ultra,Average
22219,39,33.6,2010,Kids,58.94,Mobile,High,Excellent
22220,10,42.7,2020,Kids,52.2,Nintendo Switch,Ultra,Excellent
22221,0,38.3,2019,All Ages,52.0,Nintendo Switch,High,Average
22222,24,32.7,2014,Teens,34.57,Mobile,Low,Poor
22223,33,24.7,2013,Adults,29.12,PlayStation,High,Poor
22224,30,38.2,2012,All Ages,44.77,Xbox,Medium,Good
22225,34,34.2,2011,All Ages,59.63,PlayStation,High,Excellent
22226,29,21.7,2019,Kids,29.8,Mobile,Low,Excellent
22227,36,32.3,2021,Teens,26.39,Xbox,Ultra,Poor
22228,7,26.9,2010,Teens,20.16,PlayStation,Medium,Average
22229,21,25.4,2020,All Ages,30.03,PlayStation,Ultra,Good
22230,26,25.2,2017,All Ages,39.85,PC,Low,Poor
22231,19,34.4,2013,Kids,59.6,PC,Low,Good
22232,17,22.8,2021,Adults,33.21,Xbox,Ultra,Good
22233,37,20.1,2012,Adults,24.58,Xbox,Medium,Good
22234,30,21.9,2016,All Ages,35.95,Mobile,High,Poor
22235,30,17.6,2017,Kids,23.81,Nintendo Switch,Low,Average
22236,24,34.0,2020,Adults,41.77,Mobile,High,Excellent
22237,37,24.6,2010,Teens,42.64,PC,Low,Poor
22238,34,23.2,2014,Kids,41.66,PC,Low,Good
22239,0,29.1,2020,Adults,36.49,PlayStation,Ultra,Average
22240,15,40.2,2011,All Ages,51.97,Nintendo Switch,Ultra,Excellent
22241,9,22.5,2021,Adults,30.14,PC,High,Poor
22242,19,24.3,2017,Kids,36.97,Mobile,Low,Excellent
22243,24,35.5,2021,Teens,50.92,PC,Ultra,Excellent
22244,31,34.8,2017,Kids,50.08,PC,High,Average
22245,9,17.3,2022,Teens,33.96,PC,Low,Poor
22246,29,39.2,2016,All Ages,59.12,Nintendo Switch,Low,Average
22247,18,30.2,2017,Kids,34.37,Xbox,Ultra,Excellent
22248,38,21.5,2011,All Ages,36.63,PC,Low,Average
22249,23,29.3,2016,Kids,53.12,PlayStation,High,Good
22250,27,31.3,2021,Kids,33.3,PC,High,Good
22251,15,31.3,2014,Teens,44.55,Nintendo Switch,Ultra,Average
22252,12,26.0,2017,All Ages,36.56,Mobile,High,Average
22253,15,34.3,2018,Kids,40.47,Xbox,High,Average
22254,31,30.0,2021,Teens,37.21,Nintendo Switch,Ultra,Poor
22255,8,33.6,2014,Adults,31.61,Xbox,High,Average
22256,25,29.6,2018,Kids,33.94,PC,High,Poor
22257,10,44.9,2014,Kids,57.86,PC,Ultra,Average
22258,22,32.6,2015,Kids,31.86,Nintendo Switch,Low,Good
22259,9,23.6,2011,All Ages,37.25,Xbox,Medium,Good
22260,6,43.1,2014,Kids,59.08,PlayStation,Medium,Excellent
22261,14,40.2,2021,All Ages,54.92,PlayStation,Low,Average
22262,5,34.4,2014,Adults,56.75,Xbox,Ultra,Average
22263,22,36.3,2011,Adults,49.53,Xbox,Ultra,Excellent
22264,39,27.9,2017,Kids,37.35,PlayStation,Medium,Excellent
22265,3,23.2,2017,Teens,27.76,Mobile,High,Excellent
22266,14,20.6,2019,All Ages,25.02,Mobile,Ultra,Good
22267,15,28.6,2012,Adults,38.67,PlayStation,Ultra,Average
22268,3,33.2,2023,Adults,34.95,PC,Medium,Excellent
22269,3,19.7,2018,Adults,30.67,Mobile,Ultra,Poor
22270,30,41.0,2023,Adults,49.57,Nintendo Switch,High,Excellent
22271,31,34.1,2014,Adults,59.34,PlayStation,Medium,Excellent
22272,0,23.5,2020,All Ages,45.9,PC,Low,Poor
22273,30,23.2,2010,Kids,22.89,Xbox,Ultra,Excellent
22274,21,30.5,2015,All Ages,36.69,PC,Low,Average
22275,30,35.6,2021,Teens,55.08,PC,Ultra,Good
22276,22,28.1,2021,All Ages,32.57,PlayStation,High,Good
22277,30,22.1,2017,Teens,35.54,Mobile,Medium,Average
22278,12,30.6,2022,Kids,48.24,Mobile,Low,Poor
22279,33,21.7,2013,Kids,24.3,Nintendo Switch,High,Poor
22280,11,45.5,2014,Kids,55.87,PC,Ultra,Average
22281,27,19.0,2010,Adults,29.22,Mobile,Medium,Average
22282,33,16.2,2020,Teens,27.74,PlayStation,Medium,Excellent
22283,34,35.8,2017,Kids,54.64,Xbox,High,Average
22284,25,34.6,2014,Kids,45.43,PC,Ultra,Poor
22285,20,32.2,2020,Adults,46.42,Nintendo Switch,Ultra,Good
22286,29,41.5,2016,All Ages,45.78,Xbox,High,Good
22287,5,20.3,2018,Teens,31.86,Xbox,High,Poor
22288,2,24.4,2010,Teens,32.32,Nintendo Switch,Medium,Average
22289,37,24.2,2023,Kids,30.68,Mobile,High,Average
22290,19,15.8,2017,Kids,29.7,PC,Low,Average
22291,32,16.7,2016,All Ages,21.16,Mobile,Medium,Good
22292,10,35.3,2010,All Ages,49.77,PC,Ultra,Average
22293,1,19.3,2021,Adults,25.86,PC,High,Excellent
22294,26,31.0,2010,Teens,42.13,PC,Ultra,Good
22295,8,27.3,2013,Kids,28.32,Nintendo Switch,Ultra,Good
22296,21,32.1,2013,All Ages,27.54,Xbox,High,Good
22297,38,21.3,2011,Teens,25.85,PC,Medium,Average
22298,16,36.4,2012,All Ages,53.98,PlayStation,High,Good
22299,4,32.8,2019,All Ages,38.14,Xbox,Medium,Excellent
22300,10,33.0,2013,Teens,49.6,PlayStation,High,Poor
22301,6,24.2,2021,Adults,31.02,Nintendo Switch,Low,Average
22302,11,24.7,2013,Adults,36.7,Mobile,Medium,Excellent
22303,3,27.4,2014,All Ages,25.91,Nintendo Switch,High,Excellent
22304,26,36.7,2021,Adults,47.68,Xbox,Ultra,Excellent
22305,10,41.3,2014,Adults,53.35,Xbox,Low,Poor
22306,38,30.7,2013,Kids,27.4,Xbox,Medium,Poor
22307,19,18.7,2017,Kids,30.81,Xbox,High,Excellent
22308,28,43.2,2017,All Ages,52.69,Nintendo Switch,Medium,Good
22309,25,27.9,2018,Kids,50.45,PC,Low,Poor
22310,22,20.8,2021,All Ages,35.23,Nintendo Switch,Medium,Excellent
22311,29,17.6,2022,Kids,32.35,PC,High,Average
22312,32,40.1,2014,Adults,53.7,PC,Medium,Excellent
22313,20,21.9,2019,Teens,32.59,Xbox,High,Good
22314,36,33.2,2016,Teens,54.81,PlayStation,Ultra,Average
22315,20,31.1,2010,Teens,34.4,Xbox,High,Good
22316,7,37.3,2017,Adults,49.17,Xbox,Medium,Average
22317,39,24.0,2017,All Ages,32.28,PC,Low,Average
22318,23,22.2,2010,All Ages,27.18,Xbox,High,Good
22319,34,26.9,2018,All Ages,44.48,PC,Ultra,Good
22320,9,32.7,2010,Adults,32.96,PlayStation,High,Excellent
22321,20,20.7,2014,Kids,39.75,Nintendo Switch,Medium,Excellent
22322,10,36.2,2015,Adults,35.61,Xbox,Medium,Poor
22323,33,25.1,2013,Adults,29.7,Nintendo Switch,High,Average
22324,38,22.4,2015,Kids,37.45,Nintendo Switch,High,Good
22325,25,32.8,2018,All Ages,49.86,Xbox,Low,Good
22326,16,26.8,2015,All Ages,45.13,PlayStation,Medium,Average
22327,10,38.5,2015,Kids,52.36,Xbox,High,Excellent
22328,14,15.0,2023,Teens,22.33,Nintendo Switch,Low,Excellent
22329,34,27.2,2023,Kids,24.98,Mobile,Low,Average
22330,25,33.1,2012,Adults,51.17,Mobile,Ultra,Excellent
22331,15,25.2,2012,Kids,23.97,Mobile,Low,Average
22332,14,24.3,2023,All Ages,33.68,PlayStation,Ultra,Excellent
22333,22,26.0,2014,Adults,25.2,Nintendo Switch,Ultra,Good
22334,34,34.3,2017,Teens,39.77,Xbox,Low,Average
22335,14,22.3,2018,Adults,33.16,Mobile,Medium,Average
22336,13,17.4,2022,Teens,35.01,PC,Ultra,Poor
22337,22,39.2,2014,Teens,48.12,Mobile,Low,Excellent
22338,37,29.0,2020,Adults,29.8,PC,Low,Average
22339,5,37.7,2021,Adults,52.41,Xbox,Medium,Average
22340,22,38.4,2021,Adults,54.26,Mobile,High,Poor
22341,12,16.2,2017,Teens,26.6,Xbox,High,Good
22342,29,14.4,2017,Teens,24.57,Nintendo Switch,Low,Good
22343,8,28.5,2012,Teens,34.16,Nintendo Switch,High,Poor
22344,33,24.8,2021,Adults,24.8,Mobile,Medium,Average
22345,16,47.3,2017,All Ages,56.82,Xbox,Low,Good
22346,14,41.0,2013,Kids,48.82,PC,Medium,Average
22347,26,25.4,2017,Adults,49.12,PlayStation,Low,Good
22348,16,38.2,2010,Adults,54.48,Xbox,Low,Average
22349,9,34.8,2016,Kids,37.85,PlayStation,Ultra,Good
22350,6,29.5,2020,Kids,29.43,Nintendo Switch,Low,Poor
22351,34,24.4,2020,Kids,26.36,Nintendo Switch,Ultra,Average
22352,17,27.9,2020,Teens,27.65,Xbox,Ultra,Good
22353,38,31.8,2018,Adults,57.09,Nintendo Switch,Medium,Poor
22354,23,33.7,2021,Teens,50.99,PlayStation,Medium,Excellent
22355,32,16.8,2013,All Ages,21.21,PC,High,Average
22356,10,41.1,2016,All Ages,56.55,Xbox,Medium,Average
22357,33,40.1,2015,Teens,56.69,Nintendo Switch,High,Poor
22358,11,30.7,2014,Teens,49.3,Mobile,High,Excellent
22359,4,24.4,2022,Kids,43.66,PC,Medium,Good
22360,16,38.5,2012,All Ages,54.16,PC,Low,Excellent
22361,1,19.1,2011,Adults,35.93,PlayStation,Medium,Average
22362,23,27.1,2012,Kids,20.75,PlayStation,Ultra,Poor
22363,20,33.1,2023,Teens,35.25,Xbox,Medium,Good
22364,37,32.9,2011,Kids,59.66,PC,Medium,Average
22365,38,18.2,2019,Adults,25.45,Mobile,Low,Poor
22366,5,27.1,2021,Kids,51.53,Xbox,High,Average
22367,29,19.3,2012,Teens,28.61,Nintendo Switch,Low,Good
22368,16,41.7,2011,Teens,49.26,PC,Medium,Poor
22369,5,24.4,2019,Teens,29.11,Nintendo Switch,Medium,Poor
22370,35,26.2,2015,Adults,27.73,Mobile,Ultra,Average
22371,25,32.7,2022,Teens,46.02,Mobile,Ultra,Poor
22372,9,31.0,2022,Kids,49.96,PlayStation,High,Average
22373,9,36.1,2016,Teens,53.79,Mobile,Low,Good
22374,1,34.7,2022,Adults,42.18,PlayStation,Low,Excellent
22375,28,20.3,2014,All Ages,37.03,PlayStation,High,Average
22376,2,28.5,2010,Kids,48.48,Xbox,Low,Good
22377,31,25.3,2019,All Ages,28.02,PC,Low,Excellent
22378,25,22.9,2011,Kids,41.38,PlayStation,Medium,Average
22379,32,21.6,2023,Teens,33.75,PlayStation,Ultra,Average
22380,39,27.5,2020,Adults,37.41,Xbox,Ultra,Poor
22381,22,43.7,2019,Teens,53.83,Nintendo Switch,Low,Average
22382,19,41.6,2022,Adults,52.87,Nintendo Switch,Low,Poor
22383,38,33.2,2019,All Ages,59.08,Xbox,Ultra,Good
22384,8,26.3,2012,Teens,27.97,PlayStation,Low,Excellent
22385,31,28.1,2012,Teens,53.19,Xbox,Low,Good
22386,14,26.4,2022,Adults,21.31,Mobile,Ultra,Excellent
22387,38,20.6,2018,Kids,39.89,Nintendo Switch,High,Poor
22388,2,27.6,2020,Adults,27.78,Xbox,High,Good
22389,11,32.3,2010,Kids,43.96,Nintendo Switch,Low,Excellent
22390,5,33.3,2010,All Ages,31.27,Mobile,High,Average
22391,18,22.9,2012,Teens,22.03,PlayStation,Medium,Average
22392,15,18.6,2012,Kids,29.13,Mobile,High,Excellent
22393,19,36.5,2016,All Ages,51.09,Nintendo Switch,Medium,Average
22394,38,27.4,2015,Adults,28.02,Nintendo Switch,Medium,Poor
22395,34,23.1,2011,All Ages,41.96,Mobile,Medium,Poor
22396,33,26.4,2019,Teens,27.03,Nintendo Switch,Ultra,Excellent
22397,7,42.8,2014,Adults,51.37,PlayStation,Low,Excellent
22398,38,28.7,2021,All Ages,39.43,PC,High,Excellent
22399,36,31.0,2021,Kids,39.55,Mobile,Medium,Excellent
22400,18,25.6,2010,Adults,26.23,Nintendo Switch,Medium,Good
22401,10,27.6,2015,Kids,28.5,Xbox,High,Average
22402,32,43.3,2022,All Ages,57.71,PC,Ultra,Average
22403,3,33.9,2011,Adults,46.5,PC,High,Poor
22404,27,30.6,2017,All Ages,26.24,PC,High,Good
22405,23,31.8,2013,Teens,51.23,Mobile,Medium,Excellent
22406,7,18.3,2016,All Ages,31.01,Nintendo Switch,Low,Good
22407,28,28.3,2018,Teens,40.09,Xbox,Low,Good
22408,15,21.8,2012,All Ages,29.64,PC,High,Excellent
22409,23,26.6,2022,All Ages,38.08,PC,Ultra,Average
22410,23,21.3,2019,Adults,39.99,PC,Ultra,Excellent
22411,11,33.0,2015,Kids,46.64,Xbox,High,Good
22412,31,19.3,2023,Kids,22.92,Xbox,Medium,Good
22413,34,20.7,2014,Teens,22.04,PC,Medium,Average
22414,6,15.2,2012,Kids,25.2,Mobile,Low,Poor
22415,1,32.9,2014,All Ages,58.97,PlayStation,Ultra,Poor
22416,27,23.8,2022,Adults,45.62,PlayStation,High,Good
22417,8,26.6,2015,Kids,22.82,PC,Medium,Excellent
22418,37,23.9,2016,Kids,36.62,Nintendo Switch,Medium,Excellent
22419,17,25.4,2010,Teens,24.27,PlayStation,Ultra,Poor
22420,22,43.6,2023,All Ages,58.07,Xbox,Ultra,Excellent
22421,39,23.0,2010,All Ages,29.58,Mobile,Medium,Good
22422,9,32.3,2018,Teens,46.8,Xbox,Ultra,Poor
22423,21,26.8,2018,Teens,30.33,Xbox,Ultra,Good
22424,37,27.8,2015,Kids,26.3,Xbox,Ultra,Good
22425,31,40.6,2014,All Ages,53.72,Nintendo Switch,Medium,Good
22426,36,29.6,2011,All Ages,29.15,Nintendo Switch,High,Poor
22427,9,25.4,2011,All Ages,31.79,PlayStation,Ultra,Poor
22428,3,25.1,2018,Teens,26.98,Nintendo Switch,Low,Average
22429,30,37.7,2019,All Ages,55.98,PC,Ultra,Good
22430,7,25.6,2018,Kids,45.11,Mobile,Low,Average
22431,19,18.6,2022,Kids,29.45,Nintendo Switch,Low,Excellent
22432,7,29.2,2015,Kids,46.44,Xbox,High,Poor
22433,6,43.3,2015,Kids,59.68,Xbox,Low,Poor
22434,28,30.4,2023,Teens,23.24,Mobile,Medium,Average
22435,28,31.5,2020,Teens,41.98,Mobile,Low,Average
22436,12,31.5,2012,Teens,52.22,Nintendo Switch,Ultra,Average
22437,12,34.4,2011,All Ages,37.27,PC,Ultra,Good
22438,26,32.1,2023,Adults,35.4,PC,Low,Excellent
22439,16,36.5,2011,Kids,41.29,PC,Medium,Average
22440,38,32.7,2021,Adults,34.56,PlayStation,Medium,Good
22441,24,25.2,2015,Teens,38.14,Mobile,Medium,Good
22442,35,26.3,2017,Adults,47.23,PlayStation,High,Average
22443,35,28.0,2010,Kids,33.22,Mobile,Medium,Excellent
22444,15,20.5,2015,All Ages,32.99,PlayStation,Medium,Excellent
22445,5,23.6,2010,All Ages,24.61,PC,Low,Good
22446,38,28.8,2020,Teens,41.07,PC,Ultra,Poor
22447,30,13.7,2019,Adults,22.15,Mobile,Low,Excellent
22448,31,28.6,2021,Kids,49.08,Nintendo Switch,High,Poor
22449,39,41.9,2010,All Ages,52.57,Nintendo Switch,High,Good
22450,8,35.1,2016,Teens,55.86,Nintendo Switch,High,Good
22451,11,17.4,2021,Kids,25.72,Nintendo Switch,Ultra,Good
22452,2,42.2,2015,Kids,57.08,PC,Ultra,Average
22453,6,34.1,2021,Adults,51.71,PC,Low,Excellent
22454,13,24.4,2023,All Ages,44.97,Nintendo Switch,High,Average
22455,24,40.7,2018,Kids,48.47,Nintendo Switch,High,Average
22456,37,37.6,2023,Adults,43.57,PC,Ultra,Average
22457,27,27.4,2015,Kids,42.86,Mobile,Low,Poor
22458,27,30.8,2023,Teens,27.02,PlayStation,High,Average
22459,39,36.5,2013,Adults,56.06,Xbox,Medium,Average
22460,39,19.3,2015,Adults,28.72,PlayStation,Ultra,Good
22461,1,26.5,2017,Kids,40.43,Xbox,High,Poor
22462,19,27.9,2012,Adults,42.24,Mobile,High,Good
22463,31,34.7,2011,Kids,51.59,PC,Ultra,Average
22464,4,27.0,2022,Teens,45.68,Mobile,Low,Average
22465,0,36.3,2011,Adults,34.62,PlayStation,Medium,Good
22466,32,31.7,2015,All Ages,36.31,Xbox,High,Poor
22467,0,24.4,2023,All Ages,22.78,Mobile,Ultra,Good
22468,3,29.1,2018,Adults,26.12,PC,High,Good
22469,25,29.6,2010,All Ages,28.42,PlayStation,Medium,Average
22470,7,34.0,2012,Adults,49.84,PlayStation,High,Excellent
22471,3,30.4,2023,Kids,44.87,PC,Low,Poor
22472,11,25.7,2017,Kids,27.84,Mobile,Low,Poor
22473,14,36.0,2012,Kids,46.15,Nintendo Switch,Ultra,Poor
22474,4,19.3,2021,Adults,23.85,Mobile,Ultra,Good
22475,30,17.0,2018,Adults,22.74,PC,Ultra,Poor
22476,26,33.2,2022,All Ages,56.15,Xbox,High,Poor
22477,4,32.6,2019,Adults,49.04,PC,High,Excellent
22478,38,24.7,2018,Teens,38.85,Xbox,Ultra,Average
22479,27,38.1,2023,Kids,59.47,PlayStation,Medium,Excellent
22480,2,28.2,2011,All Ages,47.47,PlayStation,Low,Average
22481,15,35.8,2022,All Ages,48.88,Mobile,Medium,Excellent
22482,18,30.3,2012,Teens,39.4,PC,Ultra,Good
22483,34,34.4,2023,Teens,59.62,PC,Medium,Excellent
22484,14,15.2,2012,Adults,22.11,Nintendo Switch,Medium,Good
22485,20,40.4,2010,All Ages,48.48,PC,Medium,Average
22486,12,14.8,2015,Kids,22.34,PC,Low,Poor
22487,32,38.3,2011,Adults,41.66,Nintendo Switch,Medium,Excellent
22488,5,40.2,2020,Adults,51.48,PC,Ultra,Average
22489,21,28.7,2013,Kids,34.82,Nintendo Switch,Ultra,Good
22490,31,39.7,2019,All Ages,53.53,PlayStation,Ultra,Good
22491,24,31.2,2017,All Ages,37.47,Xbox,Low,Average
22492,4,41.9,2016,Teens,54.31,Xbox,Low,Average
22493,28,17.8,2013,Kids,23.94,PlayStation,Ultra,Poor
22494,31,37.8,2021,All Ages,47.14,Mobile,Low,Excellent
22495,0,26.4,2015,Adults,45.3,Nintendo Switch,High,Good
22496,35,30.4,2014,Kids,43.02,Nintendo Switch,High,Excellent
22497,0,18.4,2019,Kids,25.2,PlayStation,High,Poor
22498,32,42.5,2010,Teens,55.38,PlayStation,High,Average
22499,30,42.5,2015,All Ages,49.17,PlayStation,Low,Excellent
22500,14,30.6,2019,Kids,51.53,PlayStation,Medium,Poor
22501,32,34.1,2019,Adults,46.46,Nintendo Switch,High,Good
22502,32,28.4,2012,Teens,40.05,Mobile,Medium,Good
22503,21,26.8,2021,Teens,35.22,PC,Ultra,Excellent
22504,1,43.1,2014,Teens,57.69,PC,Low,Average
22505,28,23.7,2019,Kids,35.25,PC,Medium,Average
22506,20,33.4,2023,Kids,59.21,Nintendo Switch,Ultra,Excellent
22507,8,26.3,2019,Kids,23.13,Nintendo Switch,Ultra,Average
22508,27,19.9,2013,Kids,35.39,PlayStation,Low,Excellent
22509,23,39.8,2012,Kids,52.82,PC,Ultra,Excellent
22510,10,29.0,2010,Teens,50.36,PC,High,Good
22511,35,20.7,2018,All Ages,27.72,PlayStation,Low,Excellent
22512,19,43.2,2017,Adults,57.45,PlayStation,Medium,Good
22513,13,12.3,2011,Kids,20.79,PC,High,Average
22514,27,30.7,2020,Adults,46.33,PlayStation,Low,Average
22515,6,20.1,2019,Kids,25.29,Mobile,High,Good
22516,0,26.0,2020,Kids,23.13,PC,Medium,Poor
22517,13,26.3,2016,Teens,26.21,Xbox,Low,Good
22518,26,32.5,2017,All Ages,30.38,PC,Low,Average
22519,31,35.4,2012,All Ages,34.85,PlayStation,High,Excellent
22520,5,36.1,2013,Teens,43.73,PC,Low,Poor
22521,14,23.5,2018,Adults,23.64,PC,Medium,Poor
22522,37,35.0,2016,Teens,49.84,PC,Medium,Average
22523,9,30.1,2014,Teens,34.51,Xbox,High,Average
22524,15,21.4,2013,Kids,21.86,Xbox,High,Good
22525,32,21.5,2012,All Ages,28.04,Nintendo Switch,Medium,Excellent
22526,39,44.5,2017,Adults,58.71,Nintendo Switch,High,Excellent
22527,23,29.1,2013,Teens,51.66,PC,High,Poor
22528,5,33.7,2022,Teens,59.2,Xbox,High,Excellent
22529,36,15.6,2010,Kids,26.1,Xbox,Medium,Average
22530,1,20.3,2020,Kids,26.17,Nintendo Switch,High,Excellent
22531,39,26.0,2018,Adults,31.93,PC,Medium,Good
22532,17,40.6,2017,All Ages,56.47,Nintendo Switch,Ultra,Good
22533,21,22.4,2016,All Ages,30.99,Xbox,High,Excellent
22534,9,40.3,2010,Kids,48.36,Xbox,Medium,Poor
22535,33,27.3,2017,Kids,37.92,PC,Ultra,Good
22536,38,28.7,2022,Kids,24.19,Mobile,High,Average
22537,26,35.1,2020,All Ages,56.65,PlayStation,Low,Good
22538,34,33.7,2012,All Ages,57.94,PC,High,Excellent
22539,20,18.8,2012,Adults,32.37,Xbox,Medium,Poor
22540,21,24.2,2021,Kids,39.92,PlayStation,Medium,Excellent
22541,27,29.0,2020,All Ages,36.78,PlayStation,Ultra,Excellent
22542,27,18.4,2015,Adults,32.88,Mobile,Low,Poor
22543,27,38.3,2019,All Ages,45.78,PlayStation,Medium,Excellent
22544,30,15.2,2013,Adults,23.74,Xbox,Ultra,Excellent
22545,23,14.4,2013,Teens,25.97,Nintendo Switch,High,Good
22546,26,29.0,2014,Kids,27.57,PlayStation,Low,Poor
22547,2,41.6,2017,Kids,51.89,Nintendo Switch,Low,Poor
22548,12,37.8,2010,Teens,39.42,Xbox,Low,Average
22549,6,23.7,2011,All Ages,38.09,PlayStation,Medium,Good
22550,8,14.7,2016,Kids,26.14,Nintendo Switch,Ultra,Average
22551,5,37.3,2021,Adults,42.01,Xbox,Low,Average
22552,18,27.6,2018,All Ages,30.41,Mobile,Low,Average
22553,7,35.7,2014,Adults,59.54,PC,Ultra,Poor
22554,35,48.0,2018,Kids,58.64,PlayStation,Medium,Poor
22555,37,26.4,2014,Teens,24.94,Nintendo Switch,Ultra,Good
22556,35,26.2,2011,Adults,24.08,PC,Low,Poor
22557,4,28.6,2012,All Ages,21.1,Mobile,Ultra,Poor
22558,22,29.5,2021,All Ages,43.88,PC,Ultra,Good
22559,38,45.4,2019,Kids,55.99,PlayStation,Medium,Excellent
22560,37,34.0,2011,All Ages,50.17,PC,Medium,Good
22561,36,31.9,2017,Adults,35.07,PC,Low,Poor
22562,23,15.3,2017,Teens,23.89,PC,Medium,Average
22563,0,21.1,2021,Adults,34.56,PlayStation,High,Poor
22564,21,19.0,2021,All Ages,25.83,PlayStation,Low,Excellent
22565,23,32.0,2012,Kids,30.98,PC,Ultra,Good
22566,19,18.6,2020,Kids,24.66,Mobile,Ultra,Average
22567,30,20.2,2017,All Ages,31.25,Nintendo Switch,Ultra,Average
22568,29,24.2,2019,Adults,32.11,Xbox,High,Poor
22569,38,29.9,2013,Kids,32.4,Nintendo Switch,Ultra,Poor
22570,4,30.6,2021,All Ages,42.97,PC,Medium,Poor
22571,11,31.6,2021,Adults,36.85,Mobile,Low,Poor
22572,9,24.7,2014,Adults,26.05,Mobile,Low,Poor
22573,13,25.2,2014,All Ages,40.87,Mobile,Ultra,Average
22574,24,34.0,2014,Teens,42.47,PC,Ultra,Average
22575,7,13.4,2012,Kids,20.26,PlayStation,Low,Average
22576,33,31.4,2012,Teens,25.16,Mobile,Medium,Excellent
22577,0,28.3,2012,Adults,29.19,Xbox,High,Good
22578,12,34.1,2014,Kids,50.09,Xbox,Ultra,Poor
22579,0,34.1,2010,All Ages,37.9,PlayStation,Ultra,Good
22580,28,30.0,2015,Kids,43.04,Xbox,High,Average
22581,38,42.3,2021,Kids,52.28,PC,Ultra,Poor
22582,6,39.8,2018,Adults,56.87,Mobile,Ultra,Good
22583,3,27.6,2012,All Ages,32.66,Xbox,Medium,Poor
22584,27,38.4,2016,Adults,56.24,PC,Ultra,Good
22585,30,37.3,2022,All Ages,55.61,PlayStation,Medium,Good
22586,17,30.1,2019,All Ages,26.62,PlayStation,Low,Good
22587,20,22.3,2017,Adults,21.51,PlayStation,Medium,Average
22588,17,34.5,2013,All Ages,42.19,Mobile,Medium,Average
22589,28,42.1,2014,Teens,51.4,Mobile,Medium,Average
22590,33,35.2,2012,Adults,48.53,Nintendo Switch,Medium,Excellent
22591,34,33.3,2017,Kids,53.25,Mobile,High,Poor
22592,30,32.9,2010,Kids,41.71,Mobile,Medium,Excellent
22593,13,24.4,2014,Adults,27.44,Mobile,Medium,Excellent
22594,15,35.9,2013,Kids,44.76,PlayStation,Ultra,Average
22595,5,38.3,2020,Adults,49.17,PlayStation,Low,Excellent
22596,39,25.6,2022,All Ages,30.95,Xbox,Low,Excellent
22597,15,33.6,2014,Adults,49.24,Nintendo Switch,Low,Average
22598,3,16.8,2023,All Ages,22.34,PC,High,Excellent
22599,28,31.4,2011,All Ages,41.76,Nintendo Switch,Medium,Excellent
22600,23,25.4,2019,Kids,40.83,PC,High,Average
22601,34,27.2,2013,Teens,45.83,Xbox,Ultra,Poor
22602,30,26.8,2023,All Ages,38.38,PlayStation,Medium,Good
22603,10,29.0,2012,Kids,35.02,Nintendo Switch,High,Average
22604,28,14.8,2011,Kids,24.02,PlayStation,Low,Average
22605,37,41.7,2020,All Ages,57.66,PlayStation,Ultra,Excellent
22606,4,26.8,2019,All Ages,20.97,PlayStation,Medium,Good
22607,28,26.4,2013,Adults,22.98,Xbox,Medium,Poor
22608,19,19.6,2017,All Ages,22.41,PlayStation,Medium,Good
22609,6,44.9,2014,Kids,52.02,Mobile,Low,Excellent
22610,19,27.1,2011,Kids,41.18,Xbox,High,Poor
22611,5,27.6,2012,All Ages,27.15,Mobile,High,Good
22612,15,32.5,2016,Kids,41.43,Mobile,Ultra,Average
22613,4,29.0,2019,Adults,21.21,Nintendo Switch,High,Good
22614,2,38.7,2010,Kids,39.63,Mobile,High,Average
22615,25,36.6,2022,Adults,54.37,Mobile,High,Average
22616,30,31.0,2010,Adults,48.55,Nintendo Switch,Low,Excellent
22617,27,31.9,2019,Adults,55.84,Nintendo Switch,Medium,Poor
22618,26,40.8,2016,Teens,46.61,PC,High,Poor
22619,35,30.1,2023,Adults,36.72,Mobile,Medium,Poor
22620,9,29.9,2020,Teens,39.62,Xbox,High,Excellent
22621,31,22.9,2022,Kids,31.87,Mobile,Medium,Poor
22622,2,17.3,2023,Teens,28.57,PC,Low,Average
22623,38,23.2,2018,Teens,23.72,PlayStation,Ultra,Good
22624,21,20.7,2020,All Ages,20.38,Mobile,High,Excellent
22625,23,26.1,2010,All Ages,35.96,Xbox,Ultra,Good
22626,10,30.3,2023,Teens,32.56,PlayStation,Low,Excellent
22627,15,31.1,2010,Teens,55.51,PlayStation,Medium,Good
22628,26,47.6,2015,All Ages,57.29,PlayStation,Low,Good
22629,3,18.4,2020,Teens,31.57,Mobile,Ultra,Good
22630,39,18.6,2010,Teens,28.72,Xbox,Ultra,Average
22631,22,37.1,2013,All Ages,46.31,PlayStation,Low,Good
22632,36,27.9,2013,Kids,34.4,Nintendo Switch,Medium,Excellent
22633,37,33.7,2020,Kids,53.85,PC,Medium,Average
22634,28,17.0,2023,All Ages,28.27,Nintendo Switch,Low,Poor
22635,20,31.4,2014,All Ages,41.92,Nintendo Switch,Low,Average
22636,23,20.8,2012,Teens,39.97,Xbox,High,Poor
22637,26,40.3,2020,All Ages,54.77,PC,High,Poor
