user,item,rating,feature Str
2197,334,3.75,Tray
2198,2,2.5,Tray
2199,55,3.75,Bowl
2200,44,4.0,Bowl
2201,44,2.75,Bowl
2202,73,0.5,Pack
2203,73,3.75,Pack
2204,2,2.75,Cup
2205,331,0.5,Bowl
2206,2,3.75,Tray
2207,90,5.0,Pack
2208,335,3.75,Tray
2209,76,3.5,Cup
2210,302,3.25,Pack
2211,300,2.75,Pack
2212,2,3.25,Cup
2213,326,2.5,Bowl
2214,2,3.5,Pack
2215,173,4.5,Pack
2216,336,1.25,Bowl
2217,2,2.5,Cup
2218,2,3.75,Bowl
2219,109,3.75,Pack
2220,300,4.0,Pack
2221,25,2.75,Pack
2222,12,2.5,Bowl
2223,25,3.0,Cup
2224,2,3.25,Pack
2225,25,2.75,Pack
2226,2,3.0,Pack
2227,2,3.5,Bowl
2228,24,3.25,Bowl
2229,15,3.5,Bowl
2230,337,1.75,Pack
2231,15,3.125,Bowl
2232,43,3.5,Pack
2233,15,3.75,Pack
2234,56,4.5,Pack
2235,12,3.5,Bowl
2236,173,3.75,Pack
2237,59,4.0,Pack
2238,300,4.5,Pack
2239,2,2.25,Cup
2240,25,5.0,Pack
2241,316,3.5,Pack
2242,278,3.5,Bowl
2243,2,2.125,Cup
2244,2,2.25,Cup
2245,12,3.75,Cup
2246,277,4.5,Bowl
2247,73,3.25,Pack
2248,304,3.5,Bowl
2249,12,4.5,Bowl
2250,332,3.5,Pack
2251,58,4.0,Bowl
2252,304,3.5,Bowl
2253,12,3.5,Bowl
2254,24,3.5,Cup
2255,242,3.75,Bowl
2256,58,4.75,Bowl
2257,25,4.0,Pack
2258,25,3.75,Pack
2259,242,3.25,Bowl
2260,25,4.0,Tray
2261,242,3.5,Bowl
2262,242,2.75,Bowl
2263,15,2.5,Tray
2264,15,4.25,Tray
2265,196,1.75,Bowl
2266,73,2.0,Pack
2267,196,2.5,Pack
2268,15,3.75,Tray
2269,270,3.75,Pack
2270,338,2.75,Cup
2271,334,3.75,Tray
2272,196,3.75,Bowl
2273,149,3.5,Bowl
2274,15,3.25,Tray
2275,306,3.75,Bowl
2276,287,4.5,Bowl
2277,303,5.0,Pack
2278,196,3.75,Bowl
2279,12,2.75,Pack
2280,334,3.25,Tray
2281,2,3.25,Cup
2282,88,4.5,Bowl
2283,15,3.75,Pack
2284,339,0.0,Bowl
2285,15,3.75,Pack
2286,12,3.0,Bowl
2287,109,3.0,Pack
2288,15,2.0,Pack
2289,302,3.25,Pack
2290,15,3.75,Cup
2291,43,4.0,Tray
2292,109,4.5,Pack
2293,2,4.5,Cup
2294,15,4.0,Cup
2295,109,4.25,Pack
2296,149,3.0,Cup
2297,334,4.0,Tray
2298,334,3.75,Tray
2299,138,3.0,Pack
2300,173,4.0,Pack
2301,70,3.25,Pack
2302,149,3.75,Cup
2303,55,4.0,Pack
2304,70,2.5,Pack
2305,173,3.5,Pack
2306,15,3.5,Pack
2307,303,2.0,Pack
2308,15,3.5,Bowl
2309,2,3.5,Cup
2310,149,2.0,Cup
2311,173,4.0,Pack
2312,2,3.5,Cup
2313,173,3.75,Pack
2314,2,1.5,Tray
2315,173,3.75,Pack
2316,173,3.75,Pack
2317,2,3.5,Bowl
2318,173,4.0,Pack
2319,338,3.25,Cup
2320,2,3.5,Cup
2321,2,3.5,Cup
2322,149,3.75,Cup
2323,173,4.0,Pack
2324,12,4.25,Bowl
2325,138,3.25,Pack
2326,138,3.5,Pack
2327,303,3.75,Pack
2328,242,3.75,Pack
2329,170,4.75,Pack
2330,43,3.0,Pack
2331,149,3.0,Pack
2332,316,3.75,Pack
2333,2,4.75,Tray
2334,43,4.5,Pack
2335,298,2.0,Bowl
2336,340,4.0,Tray
2337,341,4.5,Bowl
2338,24,1.75,Pack
2339,2,4.0,Bowl
2340,170,3.0,Bowl
2341,170,5.0,Pack
2342,170,4.25,Pack
2343,43,3.75,Pack
2344,170,3.5,Bowl
2345,35,5.0,Pack
2346,35,4.5,Pack
2347,196,3.75,Bowl
2348,43,3.75,Pack
2349,73,2.0,Bowl
2350,328,1.75,Pack
2351,2,4.0,Tray
2352,24,3.75,Pack
2353,149,2.75,Bowl
2354,170,4.25,Bowl
2355,43,3.0,Pack
2356,2,3.75,Pack
2357,3,3.0,Pack
2358,316,2.75,Pack
2359,25,3.0,Tray
2360,306,4.0,Bowl
2361,25,2.75,Cup
2362,25,2.0,Tray
2363,25,2.0,Tray
2364,12,4.0,Bowl
2365,25,3.75,Tray
2366,173,3.5,Tray
2367,342,2.5,Pack
2368,2,3.0,Bowl
2369,326,4.25,Pack
2370,81,3.5,Pack
2371,335,3.0,Bowl
2372,81,4.5,Pack
2373,12,2.5,Bowl
2374,12,2.0,Bowl
2375,12,3.25,Bowl
2376,12,3.5,Bowl
2377,12,4.5,Bowl
2378,306,2.0,Pack
2379,59,4.25,Bowl
2380,334,2.25,Tray
2381,2,1.5,Cup
2382,43,3.0,Pack
2383,302,3.5,Pack
2384,343,2.5,Bowl
2385,15,4.25,Pack
2386,303,3.25,Pack
2387,34,2.9,Pack
2388,2,3.0,Cup
2389,12,4.0,Pack
2390,15,4.0,Pack
2391,15,3.5,Pack
2392,59,3.75,Bowl
2393,43,3.75,Pack
2394,2,2.0,Bowl
2395,43,3.25,Pack
2396,71,2.0,Pack
2397,43,4.75,Tray
2398,149,3.0,Pack
2399,149,2.0,Pack
2400,73,3.75,Pack
2401,15,4.125,Tray
2402,306,3.0,Pack
2403,196,0.25,Pack
2404,284,1.5,Pack
2405,149,3.75,Pack
2406,306,3.75,Pack
2407,43,3.5,Pack
2408,306,2.25,Pack
2409,305,3.75,Bowl
2410,70,2.5,Pack
2411,121,3.25,Pack
2412,109,3.5,Pack
2413,284,3.75,Pack
2414,73,3.5,Pack
2415,43,3.75,Pack
2416,15,0.0,Pack
2417,43,1.5,Bowl
2418,149,1.75,Pack
2419,149,2.5,Cup
2420,2,2.0,Cup
2421,25,3.0,Cup
2422,196,4.75,Pack
2423,2,1.75,Cup
2424,81,1.75,Cup
2425,303,4.5,Pack
2426,59,3.0,Pack
2427,344,4.25,Bowl
2428,25,4.0,Bowl
2429,43,3.75,Pack
2430,345,5.0,Pack
2431,149,2.5,Pack
2432,346,3.5,Pack
2433,12,3.5,Pack
2434,149,2.75,Pack
2435,2,4.5,Tray
2436,316,2.5,Pack
2437,149,5.0,Pack
2438,71,1.75,Pack
2439,242,3.0,
2440,2,1.75,Bowl
2441,149,5.0,Pack
2442,284,3.25,Pack
2443,347,2.25,Bowl
2444,150,0.0,Pack
2445,55,3.5,Pack
2446,242,3.25,Pack
2447,81,3.5,Pack
2448,12,3.5,Pack
2449,149,0.1,Pack
2450,73,2.8,Pack
2451,149,1.5,Pack
2452,59,3.0,Pack
2453,2,5.0,Tray
2454,70,3.7,Pack
2455,109,4.0,Pack
2456,24,4.0,Pack
2457,306,4.0,Pack
2458,55,3.4,Pack
2459,15,3.75,Pack
2460,24,4.0,Pack
2461,149,3.6,Pack
2462,24,2.8,Pack
2463,306,2.9,Pack
2464,12,4.0,Pack
2465,24,3.75,Pack
2466,24,3.25,Pack
2467,196,1.5,Pack
2468,149,3.1,Pack
2469,348,2.0,Bowl
2470,24,1.1,Pack
2471,296,0.5,Pack
2472,35,5.0,Pack
2473,25,2.0,Pack
2474,55,3.0,Pack
2475,35,1.5,Pack
2476,55,4.25,Pack
2477,284,2.85,Pack
2478,55,2.75,Pack
2479,284,2.5,Pack
2480,302,2.5,Pack
2481,302,3.75,Pack
2482,3,1.0,Pack
2483,149,2.5,Pack
2484,300,4.5,Pack
2485,51,2.0,Bowl
2486,14,2.75,Pack
2487,283,2.3,Pack
2488,242,3.2,Pack
2489,15,3.25,Pack
2490,70,2.75,Pack
2491,284,3.65,Pack
2492,2,3.75,Pack
2493,306,1.8,Pack
2494,2,2.0,Pack
2495,2,2.75,Pack
2496,284,3.5,Pack
2497,284,3.5,Pack
2498,81,3.25,Pack
2499,2,2.5,Pack
2500,2,3.25,Pack
2501,35,2.5,Pack
2502,35,4.5,Pack
2503,2,4.0,Pack
2504,2,3.5,Pack
2505,2,3.5,Pack
2506,2,2.5,Pack
2507,2,4.0,Pack
2508,150,1.75,Pack
2509,3,4.0,Pack
2510,25,2.0,Pack
2511,25,4.0,Pack
2512,2,2.5,Pack
2513,81,3.5,Pack
2514,2,3.0,Bowl
2515,34,1.5,Pack
2516,34,2.5,Pack
2517,34,2.0,Pack
2518,34,3.5,Pack
2519,55,3.0,Pack
2520,109,3.0,Tray
2521,109,1.0,Pack
2522,349,1.0,Pack
2523,349,3.0,Pack
2524,35,2.0,Cup
2525,35,4.0,Pack
2526,35,5.0,Pack
2527,35,5.0,Pack
2528,35,4.5,Pack
2529,35,3.0,Pack
2530,35,5.0,Pack
2531,35,3.0,Pack
2532,35,5.0,Pack
2533,35,4.25,Pack
2534,350,0.0,Bowl
2535,55,2.75,Pack
2536,58,0.5,Bowl
2537,196,3.0,Pack
2538,196,3.0,Bowl
2539,196,3.0,Pack
2540,196,3.0,Pack
2541,196,3.0,Pack
2542,149,3.0,Pack
2543,25,2.0,Pack
2544,170,3.75,Pack
2545,170,3.5,Pack
2546,43,4.0,Tray
2547,43,1.0,Pack
2548,304,3.5,Bowl
2549,2,5.0,Pack
2550,2,4.0,Pack
2551,2,4.0,Pack
2552,2,3.0,Pack
2553,2,2.0,Pack
2554,2,4.5,Pack
2555,12,3.75,Pack
2556,12,4.0,Pack
2557,12,3.5,Pack
2558,12,4.0,Pack
2559,24,3.5,Pack
2560,328,2.5,Pack
2561,306,3.5,Pack
2562,306,2.5,Pack
2563,306,3.5,Pack
2564,81,5.0,Pack
2565,81,2.5,Pack
2566,316,2.0,Pack
2567,351,1.5,Pack
2568,352,2.0,Cup
2569,353,3.0,Pack
2570,55,1.0,Pack
2571,73,2.5,Pack
2572,73,3.5,Bowl
2573,70,1.0,Pack
2574,70,2.0,Pack
2575,70,2.0,Pack
2576,354,0.5,Pack
