user,item,rating,timestamp,feature Str,feature
1202,267,94.0,September 2022,Medium-Light,6.8
1203,12,95.0,October 2022,Light,4.6
1204,283,92.0,October 2022,Light,7.2
1205,283,92.0,October 2022,Light,8.0
1206,283,93.0,October 2022,Light,7.2
1207,201,92.0,October 2022,Medium-Light,7.35
1208,284,93.0,October 2022,Medium-Light,7.33
1209,285,93.0,October 2022,Light,7.41
1210,286,93.0,October 2022,Medium-Light,5.31
1211,287,93.0,October 2022,Medium-Light,6.91
1212,288,93.0,October 2022,Light,9.46
1213,289,93.0,October 2022,Medium-Light,5.29
1214,290,92.0,October 2022,Medium,5.88
1215,291,95.0,October 2022,Light,6.51
1216,259,95.0,October 2022,Medium-Light,7.05
1217,65,95.0,October 2022,Medium-Light,6.47
1218,292,92.0,October 2022,Light,3.89
1219,293,92.0,October 2022,Light,11.95
1220,294,90.0,October 2022,Medium-Light,9.6
1221,294,93.0,October 2022,Medium-Light,16.0
1222,295,95.0,October 2022,Medium-Light,8.32
1223,296,92.0,October 2022,Medium-Light,9.04
1224,297,93.0,October 2022,Light,9.91
1225,12,95.0,October 2022,Medium-Light,1.36
1226,244,92.0,November 2022,Medium-Light,4.85
1227,244,91.0,November 2022,Medium,1.47
1228,244,91.0,November 2022,Medium-Light,1.47
1229,142,95.0,October 2022,Light,8.82
1230,142,93.0,October 2022,Medium-Light,4.41
1231,246,94.0,October 2022,Light,14.16
1232,298,95.0,October 2022,Medium-Light,13.52
1233,299,94.0,October 2022,Medium-Light,5.57
1234,129,93.0,October 2022,Medium-Light,8.82
1235,241,92.0,November 2022,Medium-Light,9.17
1236,77,92.0,November 2022,Medium-Light,8.8
1237,64,92.0,November 2022,Light,6.08
1238,44,91.0,November 2022,Medium-Light,5.88
1239,35,94.0,November 2022,Light,8.11
1240,238,92.0,November 2022,Medium-Light,7.04
1241,244,92.0,November 2022,Medium-Light,4.7
1242,244,93.0,November 2022,Medium-Light,2.94
1243,244,93.0,November 2022,Medium-Light,2.94
1244,244,93.0,November 2022,Medium-Light,4.7
1245,244,94.0,November 2022,Medium-Light,5.88
