user,item,rating,timestamp,feature,feature1
99,835,4.01,2005.0,Juvenile Nonfiction,William Shakespeare
98,3171,3.89,1999.0,Philosophy,Christopher Janaway
95,3172,4.02,1999.0,Philosophy,Friedrich Nietzsche;Nietzsche Friedrich
9,3173,4.17,1998.0,Biography & Autobiography,Peter Conn;Peter J. Conn
19,3174,4.09,1999.0,Philosophy,Immanuel Kant
84,3175,3.6,2002.0,Literary Criticism,Anthony J. Cascardi
71,2417,3.96,2000.0,Philosophy,Robert Sokolowski
2,3176,2.75,2002.0,Computers,William T. Vetterling
76,3177,3.37,2002.0,Foreign Language Study,Margaret Johnson
54,3178,4.33,2000.0,Literary Collections,Andrea Wilson Nightingale
63,3179,3.6,2004.0,History,Ruth Abbey;Lecturer in Philosophy Ruth Abbey;Cambridge University Press
69,3180,4.18,2004.0,Science,Barton Zwiebach
34,3181,3.75,2004.0,History,"Radcliffe G. Edmonds, III"
46,3182,3.93,2006.0,Business & Economics,Daron Acemoglu;James A. Robinson
16,3183,3.69,1977.0,Science fiction,Robert Silverberg
40,3184,3.65,1999.0,Juvenile Fiction,William Sleator
84,2399,4.24,2001.0,Juvenile Fiction,Lloyd Alexander
68,3185,3.93,2005.0,Juvenile Nonfiction,Kathleen V. Kudlinski
48,3186,3.78,2003.0,Social Science,Deborah Ford;Edie Hand
63,2930,3.68,2005.0,Fiction,Ayn Rand
14,3187,4.04,2007.0,Fiction,Harlan Coben
78,3188,3.77,2006.0,Bibles,Chris Seay;David B. Capes;Brian McLaren
39,3189,3.71,2004.0,Computers,Adam Drozdek
4,3190,3.48,2004.0,Social Science,Donald D. Stull;Michael J. Broadway
29,3191,4.14,1952.0,"Science fiction, American",Ray Bradbury
46,3192,3.49,1988.0,English fiction,Terry Pratchett
23,3193,4.23,1990.0,American fiction,John Irving
28,3194,4.06,1998.0,Fiction,Terry Pratchett;Stephen Briggs
9,3195,4.0,2001.0,Fiction,Terry Pratchett;Stephen Briggs;Paul Kidby;Tina Hannan
57,3196,4.31,2005.0,Drenai (Imaginary place),David Gemmell
15,3197,4.14,2000.0,Fantasy fiction,David Eddings
55,3198,4.17,2000.0,Fantasy fiction,David Eddings
66,3199,4.08,2004.0,Americans,Betty Mahmoody;William Hoffer
91,3200,3.94,2005.0,Discworld (Imaginary place),Terry Pratchett
6,3201,4.29,2005.0,Discworld (Imaginary place),Terry Pratchett
12,3202,4.17,2005.0,Discworld (Imaginary place),Terry Pratchett
28,3203,4.08,2005.0,"Persian Gulf War, 1991",Andy McNab
3,3204,4.24,2006.0,Christmas,Terry Pratchett
35,3205,3.8,2003.0,Children's stories,Robin McKinley
51,245,4.05,2004.0,Fairy tales,Robin McKinley
12,3206,4.11,2006.0,Children's stories,Paul Stewart;Chris Riddell
55,3207,3.74,2005.0,Fiction,Ben Elton
81,3208,3.49,2003.0,Criminals,Ben Elton
73,3209,3.56,2006.0,British,Stephen Clarke
13,3210,3.9,1986.0,Fiction,John Irving
73,3211,4.15,1994.0,Arabic fiction,Naguib Mahfouz
38,3212,4.17,1997.0,Life on other planets,Mary Doria Russell
10,839,3.96,1999.0,Chocolate,Joanne Harris
54,3213,3.79,2001.0,Brewing,Joanne Harris
21,3214,3.64,1999.0,Ballet dancers,Jane Hamilton
14,3215,3.83,2010.0,,JOHN IRVING
74,3216,3.96,2000.0,Chocolate,Joanne Harris
22,1768,3.33,2000.0,Cider house rules. (Motion picture),John Irving
32,372,4.04,2000.0,City and town life,Armistead Maupin
1,3217,4.19,2000.0,City and town life,Armistead Maupin
19,3218,4.13,2000.0,City and town life,Armistead Maupin
16,3219,4.03,1991.0,City and town life,Armistead Maupin
13,3220,3.85,2002.0,Cookery,Joanne Harris
95,3221,3.63,2000.0,"Finance, Personal",Sophie Kinsella
30,3222,3.64,2002.0,Fiction,Ben Elton
85,3223,3.77,2003.0,Fiction,Ben Elton
63,3224,4.09,1992.0,Nature,Stephen W. Hawking
73,3225,3.63,1993.0,Humor,Jerry Seinfeld
26,1034,4.03,1974.0,,Thomas Pynchon
64,3226,4.16,1996.0,Science,Stephen Hawking
73,3227,4.09,2004.0,Juvenile Fiction,Ray Bradbury;Leo Dillon;Diane Dillon
51,1666,3.88,1975.0,New York (State),E. L. Doctorow
34,3228,4.2,1974.0,Selling,Og Mandino
44,3229,4.03,1989.0,Juvenile Fiction,Donald J. Sobol
19,3230,4.38,1989.0,Contests,Stephen Manes
29,3231,3.48,1989.0,Juvenile Fiction,Jamie Suzanne;Francine Pascal
92,3232,3.92,1991.0,Fiction,John Saul
97,3233,4.28,2005.0,Fiction,Mark Twain
13,818,4.32,1970.0,Fiction,Fyodor Dostoyevsky
91,3234,4.47,2012.0,Detective and mystery stories,
7,3235,4.21,1981.0,Drama,Aristophanes
85,3236,4.02,1988.0,,Dante Alighieri
86,3237,3.32,1986.0,Fiction,Stephen Crane
41,3238,3.85,2006.0,Fiction,Jules Verne
68,3239,3.9,1986.0,Health & Fitness,Stephen Manes
49,915,3.99,1983.0,Fiction,Charlotte Brontë;Jane Austen
24,3240,3.72,1984.0,Juvenile Fiction,Barbara Conklin
5,3241,3.75,1984.0,Fiction,Louis L'Amour
76,3242,3.93,1984.0,Philosophy,T. Z. Lavine
29,3243,3.76,1985.0,Fiction,Barbara Conklin
62,3244,4.34,1958.0,Eretz Israel,Leon Uris
61,3245,3.87,1998.0,Fiction,Connie Willis
13,3246,4.18,1985.0,Apprentices,Raymond E. Feist
15,3247,3.67,1988.0,Fiction,Margaret Weis;Tracy Hickman
27,3248,3.83,1988.0,Blind,Barbara Conklin;Stefanie Curtis
69,3249,3.39,1988.0,Drama,Joseph Papp;Elizabeth Kirkland
61,3250,3.64,1992.0,Fiction,Robert Ludlum
50,3251,3.66,1988.0,Fiction,Margaret Weis
95,3252,3.64,1984.0,Fiction,Joseph Wambaugh
79,3253,4.22,1986.0,Fiction,Isabel Allende
14,3254,3.57,1988.0,Fiction,Margaret Weis;Tracy Hickman
37,3255,3.37,1987.0,Juvenile Fiction,Francine Pascal
6,3256,3.33,1987.0,Juvenile Fiction,Kate William;Francine Pascal
43,3257,3.45,1986.0,Juvenile Fiction,Francine Pascal
97,3258,3.54,1983.0,Juvenile Fiction,Francine Pascal;Kate William
1,3259,3.46,1983.0,Juvenile Fiction,Francine Pascal;Kate William
25,3260,4.2,1971.0,Fiction,Hermann Hesse
69,3261,3.53,1984.0,Juvenile Fiction,Kate William;Francine Pascal
47,3262,3.66,1984.0,Fiction,Leon Uris
51,3263,4.22,1993.0,Biography & Autobiography,Maya Angelou
10,3264,3.45,1986.0,Juvenile Fiction,Francine Pascal
75,3265,3.84,1989.0,Fiction,Leon Uris
97,3266,3.84,1990.0,Fiction,John Saul
35,3267,4.16,1990.0,Self-Help,Ram Dass;Daniel Goleman
55,3268,3.95,1990.0,Fiction,Margaret Weis;Tracy Hickman
63,3269,3.86,1991.0,Fiction,Sandra Brown
9,3270,3.63,1991.0,Fiction,Sandra Brown
49,3271,3.91,1991.0,Juvenile Fiction,Kate William;Francine Pascal
58,3272,3.88,1991.0,Fiction,Isaac Asimov
90,3273,4.02,1992.0,Fiction,Sandra Brown
47,3274,4.06,1992.0,Fiction,Margaret Weis;Tracy Hickman
95,3275,3.99,1992.0,Fiction,Stephen R. Donaldson
39,3276,3.55,1992.0,Fiction,Sandra Brown
89,3277,4.15,1994.0,Fiction,Isaac Asimov
11,3278,3.78,1992.0,Education,Robert M. Pirsig
46,3279,4.14,1982.0,Philosophy,Douglas R. Hofstadter;Daniel Clement Dennett
17,3280,4.42,1990.0,History,William Manchester
80,3281,4.18,1984.0,Drama,Sam Shepard;Joseph Chaikin
13,3282,3.72,1993.0,History,Todd Gitlin
61,3283,3.82,1995.0,Fiction,Iain Banks
55,3284,4.09,1997.0,Pets,Nicholas H. Dodman
40,3285,3.82,2005.0,Juvenile Fiction,Ann Brashares
30,3286,3.99,1995.0,Fiction,Hermann Hesse
15,3287,4.03,2000.0,Fiction,Tom Robbins
60,3288,4.16,1998.0,Science,Stephen Hawking
98,3289,4.03,2000.0,Fiction,Neal Stephenson
62,3290,4.19,2000.0,Fiction,Neal Stephenson
69,3291,4.35,2000.0,Fiction,Anton Pavlovich Chekhov
71,3292,3.84,1987.0,Fiction,Tom Wolfe
5,3293,3.89,2001.0,Fiction,Steven Pressfield
87,3294,4.09,2002.0,Family & Relationships,Susan Forward;Joan Torres
53,3295,4.15,2002.0,Fiction,Pat Conroy
33,3296,4.24,2002.0,Fiction,Pat Conroy
9,3297,4.41,2002.0,Fiction,George R. R. Martin
86,3298,3.75,2003.0,Fiction,Steven Pressfield
26,3299,3.82,2004.0,Fiction,Jean M. Auel
26,3300,4.0,2004.0,Fiction,Ursula K. Le Guin
67,3301,3.67,2005.0,Fiction,Neal Stephenson;Frederick George
43,3302,3.61,2005.0,Fiction,Neal Stephenson;J. Frederick George
33,3303,4.41,2005.0,Fiction,Steven Pressfield
29,3304,3.96,2006.0,FICTION,Dean Ray Koontz
10,3305,4.23,1989.0,London (England),Daniel Topolski;Patrick Robinson
50,2735,3.63,1994.0,Manuscripts,James Redfield
47,3306,3.78,1996.0,Fiction,M. C. Beaton
40,3307,4.04,1999.0,Juvenile Fiction,Donald J. Sobol
17,3308,4.09,2000.0,Juvenile Fiction,Donald J. Sobol
24,3309,3.36,2001.0,Juvenile Fiction,Francine Pascal
55,3310,3.51,2003.0,Juvenile Fiction,Francine Pascal
36,3311,3.94,2006.0,Juvenile Fiction,Caroline B. Cooney
4,3312,3.92,1999.0,Sweet Valley (Imaginary place),Francine Pascal;Kate William
79,3313,3.92,1993.0,Fiction,John Saul
14,3314,3.81,1993.0,Juvenile Fiction,Lucy Maud Montgomery
44,3315,3.67,1993.0,Fiction,Steve Perry
31,3316,4.08,1993.0,Fiction,Stephen R. Donaldson
10,3317,4.14,1993.0,Biography & Autobiography,Sam Walton;John Huey
98,3318,4.04,1993.0,Biography & Autobiography,H. Norman Schwarzkopf;Peter Petre
21,3319,3.44,1993.0,Fiction,Dan Simmons
55,3320,4.06,1993.0,Fiction,Margaret Weis
15,3246,4.26,1993.0,Fiction,Raymond E. Feist
6,3321,3.68,1996.0,Juvenile Fiction,Kate William;Francine Pascal
15,3322,3.74,1994.0,Fiction,Sandra Brown
74,3323,4.19,1995.0,Biography & Autobiography,Isaac Asimov
90,3324,3.6,1997.0,Juvenile Fiction,Kate William;Francine Pascal
49,3325,3.54,1995.0,Fiction,Sandra Brown
69,3326,3.51,1996.0,Fiction,Jane Feather
25,3327,4.17,1998.0,Fiction,Dan Simmons
9,3328,3.9,1996.0,Fiction,David Brin
95,3329,3.56,2000.0,Fiction,Kim Stanley Robinson
78,3330,3.82,1997.0,Fiction,Steve Perry
71,3331,4.22,2001.0,Fiction,Robin Hobb
90,3332,3.5,1997.0,Fiction,Joseph Wambaugh
26,3333,3.63,1999.0,Fiction,Sandra Brown
65,3334,3.56,2000.0,Fiction,Sandra Brown
58,3335,3.5,2003.0,Fiction,Sandra Brown
91,3336,3.59,2004.0,Fiction,Sandra Brown
25,3337,3.55,1996.0,Fiction,Theodore Roszak
56,3338,3.46,1998.0,Fiction,Margaret Weis;Tracy Hickman
62,3339,4.16,2001.0,Fiction,Lisa Gardner
35,3340,4.03,1998.0,Fiction,Aaron Allston
6,3341,3.99,1998.0,Fiction,Dean Ray Koontz
60,3342,3.9,2000.0,Fiction,Stephen R. Donaldson
34,3343,3.67,2002.0,Fiction,Brian Herbert;Kevin J. Anderson
29,3344,3.69,2002.0,Fiction,Connie Willis
57,3345,3.66,1999.0,Fiction,Shana Abé
43,3346,3.87,2000.0,Fiction,Jean Stone
3,3347,4.11,2000.0,Fiction,David L. Robbins
55,3348,3.88,2002.0,Fiction,Teresa Medeiros
93,3349,3.82,2000.0,Fiction,Shana Abe
34,3350,3.66,2001.0,Fiction,Shana Abé
3,3351,4.13,2006.0,Fiction,George R. R. Martin
32,3352,3.76,2000.0,Fiction,Dean Koontz
39,3353,4.04,2000.0,Fiction,Dean Ray Koontz
14,3354,3.52,2000.0,Fiction,Jeffery Deaver
95,3355,4.15,2001.0,Fiction,Charles Todd
42,3356,3.98,2002.0,Fiction,Charles Todd
2,3357,4.04,2003.0,Fiction,Charles Todd
80,3358,3.46,2001.0,Fiction,Jeffery Deaver
13,3359,3.7,2003.0,Fiction,Dean Ray Koontz
70,3360,3.78,2005.0,Fiction,Dean Ray Koontz
47,3361,3.97,2005.0,Fiction,Lisa Gardner
74,3362,3.73,2004.0,FICTION,Shana Abé
29,3363,3.88,2003.0,Fiction,Maggie Furey
69,3364,3.54,2005.0,Fiction,Kim Stanley Robinson
22,3365,4.23,2006.0,Fiction,Tim F. LaHaye;Bob Phillips
18,3366,4.14,2005.0,Fiction,Charles Todd
32,3367,4.13,2004.0,Fiction,Kelley Armstrong
28,3368,4.09,2005.0,Fiction,Kelley Armstrong
78,3369,3.89,2005.0,Fiction,Christopher Fowler
72,3370,4.06,2004.0,Fiction,Luanne Rice
19,3371,3.74,2006.0,Fiction,Shana Abe
98,3372,3.97,2005.0,Fiction,Raymond E. Feist
97,3373,3.88,2007.0,Fiction,Kelley Armstrong
53,3374,3.86,2005.0,Fiction,Dean Ray Koontz
92,3375,3.97,2006.0,Fiction,Dean Ray Koontz
91,3376,4.02,2006.0,Fiction,Nora Roberts
25,3377,3.79,1995.0,True Crime,Joseph Wambaugh
16,3378,4.15,2001.0,Science,Stephen W. Hawking;STEPHEN W AUTOR HAWKING
69,3379,3.98,2006.0,Psychology,Daniel Goleman
67,3380,4.19,2004.0,Fiction,Isaac Asimov
0,3381,3.87,2006.0,History,Colin Wells
59,3382,3.81,2006.0,Fiction,Dean Ray Koontz
79,3383,3.83,2006.0,Fiction,Shana Abé
89,3384,3.99,2004.0,Architecture,Erik Larson
31,3385,3.83,2003.0,Divorced people,Nicholas Sparks
12,3386,4.14,2004.0,Boston (Mass.),Tess Gerritsen
71,3387,3.59,2005.0,Amazon River Region,Robert Whitaker
20,3388,4.02,2004.0,English fiction,Jean Sasson
88,3389,4.1,2005.0,Boston (Mass.),Tess Gerritsen
74,3390,4.14,2005.0,Boston (Mass.),Tess Gerritsen
50,3391,4.5,2005.0,,VÁRIOS AUTORES
79,3392,4.21,2006.0,Performing Arts,Gary Russell
25,3393,4.02,2005.0,History,Terry Jones;Alan Ereira
16,3394,5.0,2005.0,Religion,Robert McL Wilson
97,713,3.67,1954.0,Airplane crash survival,William Golding
26,3395,4.29,1969.0,Poetry,Seamus Heaney
34,3396,3.94,1984.0,Drama,Tom Stoppard
27,3397,4.19,2002.0,,Seamus Heaney
76,3398,4.13,1992.0,Czech fiction,Milan Kundera
27,3399,4.29,1991.0,Pets,Juliette de Baïracli Levy
74,3400,3.45,1990.0,Civil law,Orhan Pamuk
88,3401,3.79,1993.0,Hitchhiking,Gus Van Sant
12,3402,4.04,1998.0,Biography & Autobiography,Ian S. MacNiven
79,3403,4.16,2000.0,Fiction,Nikos Kazantzakis
90,3404,4.23,1997.0,Latin poetry,Ovid;Ted Hughes
99,3405,4.33,1996.0,Polish poetry,Wisława Szymborska
85,3406,3.55,1998.0,Bus travel,Orhan Pamuk
3,3407,4.3,1999.0,Drama,Tom Stoppard
58,3408,3.07,2002.0,Teenagers,Rick Moody
72,2690,3.43,1999.0,Beowulf,Seamus Heaney
51,3409,4.2,1999.0,"Authors, American",Sylvia Plath
18,348,4.05,2000.0,Americans,Barbara Kingsolver
23,3410,3.97,2000.0,Performing Arts,James Mangold;Lisa Loomer;Anna Hamilton Phelan
66,3411,4.1,1999.0,Performing Arts,Terry Gilliam;Ian Christie
15,655,3.9,2000.0,Gambling,Paul Auster
12,3412,3.45,2000.0,"History, Modern",Günter Grass
2,3413,4.11,2000.0,Performing Arts,Paul Schrader
45,3414,4.31,2001.0,"Poets, American",Sylvia Plath
3,3415,3.87,1999.0,Czech Republic,Milan Kundera
32,3416,4.44,2003.0,Performing Arts,Paul Cronin
93,3417,4.22,2001.0,"Children's poetry, American",Sylvia Plath
92,3418,3.87,2001.0,Fiction,Timothy Findley
5,3419,3.99,2001.0,Prisoners of war,Timothy Findley
84,3420,4.15,2003.0,Englisch - Geschichte - Lyrik - Aufsatzsammlung,Seamus Heaney
52,3421,3.56,2004.0,Drama,Neil LaBute
51,3422,4.13,2001.0,Mathematicians,Sylvia Nasar
9,3423,3.9,2002.0,Biography & Autobiography,Lawrence Durrell
18,3424,3.59,2004.0,Black humor (Literature),D. B. C. Pierre
22,3425,3.67,1975.0,Dreams,James Joyce
49,3426,3.93,2002.0,Apartment houses,Rohinton Mistry
86,3427,3.91,2004.0,Motion picture actors and actresses,Robert Evans
99,3428,3.49,2005.0,Boarding schools,Rachel Klein
62,3429,4.09,2004.0,Adultery,Milan Kundera
99,3430,3.73,2005.0,Fiction,Kazuo Ishiguro
16,3431,3.53,2005.0,Fiction,Kazuo Ishiguro
97,3432,4.09,2004.0,"Short stories, English",Lawrence Durrell
24,3433,3.92,2005.0,City and town life,Paul Auster;Paul Karasik;David Mazzucchelli
40,3434,4.0,1984.0,Science fiction,
65,1189,4.2,1976.0,Greek drama (Tragedy),Robinson Jeffers
84,3435,3.75,1990.0,Fantasy fiction,Terry Pratchett
35,3436,4.04,1999.0,Discworld (Imaginary place),Terry Pratchett
89,3437,4.17,2001.0,Discworld (Imaginary place),Terry Pratchett
32,3438,3.63,2001.0,Alternative histories (Fiction),Philip K. Dick
85,3439,3.51,2002.0,Fiction,Joe Haldeman
61,3440,4.12,2003.0,Fantasy fiction,Diana Wynne Jones
79,3441,4.16,2005.0,Fantasy,Ken Grimwood
17,3442,3.69,2004.0,Beowulf,John Gardner
14,3443,4.42,2004.0,Fiction,Dan Simmons
54,3444,4.02,2006.0,Detective and mystery stories,Philip K. Dick
12,3445,3.89,2000.0,"Horror tales, American",Stephen King;George R. R. Martin;Dan Simmons
75,3446,3.76,1997.0,,Diana Wynne Jones
62,3447,4.26,1999.0,Friendship in adolescence,Stephen King;Robin Waterfield
15,3448,4.0,1999.0,Fiction,John Grisham
32,661,3.86,2000.0,Cowboys,John Steinbeck;Susan Shillinglaw
64,3449,4.16,1993.0,Fiction,Isaac Asimov
39,3450,3.73,1973.0,Biography & Autobiography,Henri Charrière
23,3451,4.19,1987.0,English fiction,Raymond E. Feist
42,3452,3.87,1989.0,Fairy tales,Raymond E. Feist
70,3453,3.55,1997.0,Computers,Arthur C. Clarke
76,3454,4.31,1997.0,English fiction,Raymond E. Feist;Janny Wurts
43,3455,4.29,1990.0,Fantasy,Raymond E. Feist;Janny Wurts
3,3456,3.91,1992.0,Fantasy fiction,Janny Wurts
2,3457,3.76,2004.0,Fiction,Janny Wurts
48,3246,4.33,1993.0,Adventure stories,Raymond E. Feist
31,3458,4.17,1997.0,Juvenile Nonfiction,Roald Dahl
18,2359,3.75,1997.0,Juvenile Nonfiction,Molly Bang
13,3459,4.33,1998.0,Juvenile Nonfiction,Tara McCarthy
34,3460,4.21,1991.0,Folklore,Alvin Schwartz
23,3461,3.2,1998.0,Juvenile Nonfiction,Tara McCarthy
38,3462,3.77,1999.0,Friendship,Paula Danziger
89,3463,4.12,1995.0,Contests,Joanne Rocklin
3,3464,4.21,1995.0,Fantasy,Clive Staples Lewis
85,3465,4.04,2000.0,Juvenile Fiction,Gordon Korman
25,3466,3.07,1973.0,Detective and mystery stories,William Sleator
74,3467,3.71,1982.0,Blind,Hilary Milton
32,3468,3.71,1983.0,Survival,Arthur Roth
18,3469,4.14,1987.0,Family life,Eleanor Clymer
77,3470,4.16,1987.0,Behavior,Betty MacDonald
70,3471,3.55,1991.0,Juvenile Fiction,Gordon Korman
95,3472,3.65,1989.0,Adult education,Arthur Roth
91,3473,4.1,1989.0,Acting,Jean Estoril
18,3474,3.4,1989.0,Ballet,Jahnna N. Malcolm
27,3475,3.75,1991.0,Juvenile Fiction,John Peterson
49,3476,3.8,1990.0,Juvenile Fiction,Debbie Dadey;Marcia Thornton Jones
99,3477,3.83,1991.0,Juvenile Fiction,Debbie Dadey;Marcia Thornton Jones
58,3478,4.3,1987.0,Juvenile Nonfiction,Francine Patterson;Ronald H. Cohn
53,3479,3.55,1993.0,Horror stories.,Caroline B. Cooney
72,3480,3.8,1994.0,Cats,Gertrude Chandler Warner
66,3481,4.19,1953.0,Adventure stories,Laura Ingalls Wilder
68,3482,4.2,1965.0,Family,Laura Ingalls Wilder
50,3483,3.85,1995.0,Juvenile Fiction,Ann M. Martin
43,3484,3.58,1996.0,Juvenile Fiction,Ann M. Martin
79,3485,3.65,1988.0,English language,Ann M. Martin
13,3486,3.8,1996.0,Juvenile Fiction,Debbie Dadey;Marcia Thornton Jones
22,3487,3.92,1999.0,Juvenile Fiction,John Peterson
25,3488,3.53,1997.0,Juvenile Fiction,Bill Cosby;Varnette P. Honeywood
22,969,4.22,1982.0,Dreams,Roald Dahl
38,3489,3.68,1997.0,Juvenile Fiction,Caroline B. Cooney
14,3490,4.16,1996.0,Cosmology,Stephen W. Hawking
29,3288,4.16,1998.0,Cosmology,Stephen Hawking
35,3491,3.78,2000.0,Fiction,Richard A. Knaak
47,3492,4.17,2003.0,BIOGRAPHY & AUTOBIOGRAPHY,Arthur Herzog
62,2815,4.17,2004.0,Juvenile Fiction,Zilpha Keatley Snyder
39,3493,4.24,2004.0,Computers,Jeremy D. Zawodny;Derek J. Balling
87,3494,4.06,2004.0,Computers,Paul Graham
52,3495,3.79,2004.0,Computers,Dru Lavigne
38,3496,3.25,2004.0,Computers,David Pogue
76,3497,3.82,2006.0,Computers,Lucas Carlson;Leonard Richardson
8,3498,3.99,2007.0,Computers,Paul DuBois
79,3499,3.88,2006.0,Computers,Christopher Schmitt
33,3500,3.76,2000.0,Sexual behavior surveys,Shere Hite
72,166,4.06,2006.0,Fiction,Gabriel Garcia Marquez;Gregory Rabassa
6,3501,4.15,1999.0,Cooking,Ina Garten
88,3502,3.86,2002.0,Business & Economics,Larry Bossidy;Ram Charan;Charles Burck
93,3503,3.95,1997.0,Science,Stephen Jay Gould
50,3504,3.92,1999.0,Health & Fitness,Mona Lisa Schulz
94,3505,4.2,2001.0,Humor,Robert Siegel
28,3506,4.02,1994.0,Juvenile Fiction,Noel Streatfeild
93,3507,3.78,2001.0,Juvenile Fiction,Meg Cabot
78,3508,4.23,1990.0,History,"William Anderson;William T Anderson, Ed."
16,931,4.37,1992.0,Fiction,John Steinbeck
98,3509,4.44,1994.0,Fiction,John Ronald Reuel Tolkien
87,3510,3.84,1999.0,Fiction,John Ronald Reuel Tolkien
77,3511,4.31,1994.0,"Baggins, Frodo (Fictitious character)",John Ronald Reuel Tolkien
4,3512,4.02,2000.0,Science,Richard Dawkins
51,3513,3.47,2000.0,Fiction,Anita Desai
51,3514,3.82,2000.0,Fiction,John Dos Passos
62,3515,4.0,2000.0,Fiction,John Dos Passos
15,3516,4.04,2000.0,Fiction,John Dos Passos
42,3517,4.14,2000.0,Biography & Autobiography,John Ronald Reuel Tolkien
92,3518,4.06,2000.0,Biography & Autobiography,Humphrey Carpenter
86,3519,4.24,2000.0,Philosophy,Julian Jaynes
2,3520,3.68,2000.0,Fiction,Anita Desai
60,3521,4.38,2000.0,Fiction,John Ronald Reuel Tolkien;Christopher Tolkien
48,3522,4.02,2000.0,Fiction,John Ronald Reuel Tolkien;Christopher Tolkien
4,3518,4.13,2000.0,Art,Wayne G. Hammond;Christina Scull
20,3523,3.98,2000.0,Fiction,Carson McCullers
99,3524,4.06,2001.0,Juvenile Nonfiction,Stephen R. Swinburne;Jim Brandenburg
26,3525,3.39,2001.0,Fiction,Elizabeth Gilbert
15,3526,3.86,2001.0,Biography & Autobiography,Rick Bass
78,3527,3.73,2001.0,Fiction,John Barth
69,3528,3.79,2005.0,Biography & Autobiography,Garry Wills;Pulitzer Prize-Winning Journalist and Historian Garry Wills
43,3529,4.12,2002.0,Biography & Autobiography,Garry Wills
39,58,4.49,2001.0,Fiction,J. R. R. Tolkien
64,3530,4.05,2003.0,Juvenile Fiction,Mary Downing Hahn
46,3531,3.91,2002.0,Juvenile Fiction,Joan Aiken
70,3532,3.97,2002.0,Nature,Rachel Carson
46,3533,3.85,2003.0,Sports & Recreation,Glenn Stout;Buzz Bissinger
97,3534,3.53,2004.0,Biography & Autobiography,Peter Smith
69,3535,3.95,2004.0,History,John Alexander Guy
21,3536,3.92,2002.0,History,Garry Wills
60,58,4.46,2002.0,Performing Arts,Brian Sibley
61,1294,4.26,2001.0,Juvenile Fiction,John Ronald Reuel Tolkien
66,58,4.49,2002.0,Fiction,John Ronald Reuel Tolkien
75,3537,3.53,2004.0,Fiction,Nelson DeMille;Otto Penzler
44,3538,3.71,2006.0,Juvenile Fiction,Jim Murphy
96,63,4.35,2003.0,Fiction,J. R. R. Tolkien
62,3539,4.12,2003.0,Fiction,Rick Bass
27,58,4.53,2003.0,Literary Criticism,Chris Smith
68,3540,4.53,2006.0,Literary Criticism,Christina Scull;Wayne G. Hammond
25,3541,4.13,2003.0,Fiction,Brian Sibley
93,3542,4.02,2005.0,Literary Criticism,Neil D. Isaacs;Rose A. Zimbardo
80,3543,3.8,2004.0,Juvenile Fiction,David Lubar
8,3544,4.26,2005.0,Juvenile Fiction,Jacqueline K. Ogburn;Marjorie Priceman
77,3545,3.77,2004.0,Business & Economics,Eric Schlosser
94,3546,4.16,2004.0,Sports & Recreation,Darcy Frey
57,3547,3.96,2004.0,Travel,Paul Theroux
92,3548,3.75,2006.0,Sports & Recreation,Glenn Stout;Michael Lewis
32,3549,4.0,2005.0,Science,Richard W. Bulliet
99,3550,3.62,2004.0,Fiction,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg
72,3551,4.09,2006.0,Biography & Autobiography,Alison Bechdel
48,3552,4.12,2004.0,Health & Fitness,Andrew Weil
26,3553,3.98,2004.0,Fiction,Jhumpa Lahiri
14,3554,3.52,2005.0,Foreign Language Study,Michael Oates;Larbi Oukada
11,3555,4.5,2004.0,Fiction,Jude Fisher
66,3523,3.97,2000.0,Fiction,Carson McCullers
86,3556,3.62,2006.0,Juvenile Fiction,Dashka Slater;Nicoletta Ceccoli
72,3557,3.7,2005.0,Biography & Autobiography,John Garth
7,3509,4.44,2004.0,Fiction,John Ronald Reuel Tolkien
45,3558,4.52,1967.0,Fantasy fiction,John Ronald Reuel Tolkien
49,3559,3.93,2006.0,Travel,Tim Cahill;Jason Wilson
52,3560,3.52,2006.0,Literary Collections,Philip Zaleski
91,3561,4.3,2005.0,Juvenile Fiction,Chris Van Allsburg
60,3562,2.5,2005.0,Juvenile Nonfiction,James Trefil;Houghton Mifflin Company;Rita Ann Calvo;Kenneth Cutler
18,3563,4.27,2006.0,History,Adam Hochschild
62,3564,4.13,2005.0,Science,Richard Dawkins;Yan Wong
42,3565,4.27,2005.0,Art,Alan Lee
46,3566,3.89,2006.0,Juvenile Fiction,Lois Lowry
27,3567,3.78,2006.0,Fiction,Tim O'Brien
64,3568,3.75,2006.0,Juvenile Nonfiction,Eric Schlosser;Charles Wilson
20,3569,3.46,2006.0,Fiction,Rick Bass
7,3570,3.87,2006.0,Sports & Recreation,H. G. Bissinger;Buzz Bissinger
50,3571,3.98,2006.0,Fiction,Jonathan Safran Foer
80,3572,3.94,2006.0,Fiction,Amitav Ghosh
92,3573,4.16,2006.0,History,Adam Hochschild
31,3574,4.06,2006.0,Education,Jerome Karabel
91,3575,3.97,2007.0,Fiction,John Ronald Reuel Tolkien
34,3576,4.13,1991.0,Literary Criticism,Terry Eagleton
89,3577,4.16,1991.0,Philosophy,Ludwig Wittgenstein
94,3578,4.06,1996.0,Philosophy,John G. Cottingham
81,3579,4.04,1996.0,Political Science,Stephen Mulhall;Adam Swift
20,3580,4.23,1991.0,Philosophy,Ludwig Wittgenstein
