user,item,rating,timestamp,feature Str,feature_second Str,feature_third Str
978,847,81.0,2007.0,Wii,Shooter,Capcom
979,81,82.0,2002.0,XB,Shooter,Electronic Arts
980,440,84.0,2008.0,PS2,Sports,Electronic Arts
981,848,91.08,2000.0,N64,Platform,Nintendo
982,849,71.0,2006.0,PS2,Misc,Sony Computer Entertainment
983,850,84.83,2012.0,PS3,Action,Square Enix
984,851,60.2,2006.0,PS2,Shooter,Square Enix
985,833,78.0,2008.0,Wii,Simulation,Electronic Arts
986,852,81.0,1990.0,NES,Sports,Nintendo
987,853,83.0,1997.0,GB,Platform,Nintendo
988,854,84.55,1999.0,N64,Fighting,THQ
989,855,90.47,2006.0,X360,Shooter,Ubisoft
990,856,82.0,2005.0,PS2,Sports,Take-Two Interactive
991,857,85.07,2004.0,PS2,Fighting,Electronic Arts
992,858,92.2,2004.0,XB,Action,Ubisoft
993,859,81.0,2011.0,X360,Shooter,Bethesda Softworks
994,860,84.0,2009.0,Wii,Misc,Activision
995,835,69.5,2007.0,DS,Platform,Electronic Arts
996,861,84.0,1999.0,N64,Sports,Nintendo
997,862,56.0,2003.0,GBA,Platform,THQ
998,863,57.0,2007.0,DS,Simulation,Ubisoft
999,864,78.5,2009.0,Wii,Shooter,Activision
1000,865,78.0,2009.0,Wii,Sports,Nintendo
1001,866,90.94,1998.0,PS,Role-Playing,Square
1002,678,52.67,2004.0,GBA,Platform,THQ
1003,867,73.86,2003.0,PS2,Misc,Midway Games
1004,868,84.13,2008.0,PS3,Action,Capcom
1005,869,83.0,2001.0,GC,Puzzle,Atari
1006,870,48.0,2009.0,Wii,Misc,Disney Interactive Studios
1007,871,81.0,1998.0,PS,Fighting,GT Interactive
1008,872,76.62,2005.0,GC,Sports,Nintendo
1009,873,74.09999999999998,1998.0,PS,Fighting,THQ
1010,874,88.0,2004.0,PS2,Action,Capcom
1011,875,82.0,2004.0,PS2,Shooter,Take-Two Interactive
1012,876,77.0,2003.0,PS2,Action,Capcom
1013,877,54.0,1996.0,GB,Simulation,Namco Bandai Games
1014,878,77.0,1999.0,N64,Misc,Namco Bandai Games
1015,879,84.0,2010.0,Wii,Platform,Sega
1016,880,88.48,2011.0,PS3,Role-Playing,Namco Bandai Games
1017,881,72.0,2008.0,DS,Adventure,THQ
1018,882,77.0,2007.0,PS2,Misc,Sony Computer Entertainment
1019,883,91.0,1996.0,SNES,Platform,Nintendo
1020,884,87.08,2004.0,PS2,Sports,Electronic Arts
1021,885,91.36,2002.0,PS2,Sports,Electronic Arts
1022,886,73.0,1999.0,PS,Action,Hasbro Interactive
1023,730,75.0,1988.0,GB,Platform,Capcom
1024,887,80.2,2004.0,GBA,Platform,Nintendo
1025,888,88.07,1999.0,PS,Sports,Electronic Arts
1026,889,56.19,2008.0,DS,Platform,THQ
1027,531,91.5,2008.0,PS3,Misc,MTV Games
1028,890,88.0,2009.0,PS3,Fighting,Electronic Arts
1029,753,85.35,2006.0,X360,Fighting,Electronic Arts
1030,891,76.78,2005.0,PS2,Sports,Electronic Arts
1031,892,85.0,2008.0,DS,Adventure,Disney Interactive Studios
1032,893,90.36,2004.0,GBA,Adventure,Nintendo
1033,894,82.0,2004.0,PS2,Sports,Electronic Arts
1034,895,94.0,1994.0,SNES,Adventure,Nintendo
1035,146,89.75,2002.0,GC,Action,Capcom
1036,789,82.63,2010.0,X360,Action,Square Enix
1037,267,84.0,2005.0,GC,Action,Eidos Interactive
1038,896,69.0,2007.0,DS,Misc,Ubisoft
1039,665,85.0,1994.0,GEN,Platform,Virgin Interactive
1040,897,79.33,1999.0,PS,Fighting,Electronic Arts
1041,898,88.52,2001.0,PS2,Racing,Sony Computer Entertainment
1042,899,87.0,2004.0,PS2,Racing,Electronic Arts
1043,175,78.17,2002.0,XB,Action,Activision
1044,900,81.0,2011.0,PC,Sports,Sega
1045,901,73.0,2008.0,Wii,Shooter,Sega
1046,627,75.0,2008.0,PS2,Racing,Electronic Arts
1047,902,85.0,2004.0,GBA,Platform,Sega
1048,281,82.0,1990.0,NES,Role-Playing,Square
1049,903,68.73,2008.0,X360,Action,Activision
1050,904,76.12,2012.0,3DS,Action,Nintendo
1051,489,75.0,2007.0,X360,Fighting,THQ
1052,905,86.01,2002.0,PS2,Racing,Codemasters
1053,906,81.20999999999998,2008.0,Wii,Sports,Electronic Arts
1054,757,91.0,2011.0,PS3,Shooter,Valve
1055,322,77.0,2001.0,PS,Sports,Electronic Arts
1056,907,65.0,2007.0,Wii,Misc,Electronic Arts
1057,908,83.76,2008.0,X360,Shooter,Electronic Arts
1058,568,84.0,1994.0,SNES,Sports,Acclaim Entertainment
1059,909,70.47,2005.0,PS2,Action,Tecmo Koei
1060,410,81.23,2006.0,PS3,Shooter,Activision
1061,850,79.39,2012.0,X360,Action,Square Enix
1062,910,66.0,2008.0,Wii,Puzzle,Electronic Arts
1063,911,67.0,2010.0,X360,Simulation,Microsoft Game Studios
1064,299,78.78,2003.0,XB,Action,Activision
1065,912,71.7,2011.0,X360,Shooter,THQ
1066,913,92.0,2000.0,N64,Role-Playing,Nintendo
1067,914,79.0,1998.0,PS,Shooter,Take-Two Interactive
1068,915,58.0,2007.0,Wii,Action,Disney Interactive Studios
1069,916,80.06999999999998,2001.0,PS2,Sports,Acclaim Entertainment
1070,251,85.0,2008.0,PS2,Adventure,LucasArts
1071,917,52.33,1998.0,PS,Misc,Activision
1072,918,49.0,2004.0,PSP,Racing,Namco Bandai Games
1073,576,87.05,2010.0,PS3,Shooter,Take-Two Interactive
1074,919,91.0,2004.0,XB,Role-Playing,Activision
1075,920,73.0,1998.0,N64,Strategy,Nintendo
1076,921,81.0,2010.0,PC,Strategy,Take-Two Interactive
1077,922,82.0,2010.0,DS,Platform,Sega
1078,923,82.69,2004.0,XB,Shooter,Ubisoft
1079,494,83.98,2012.0,PS3,Shooter,Take-Two Interactive
1080,924,71.0,2008.0,PS2,Misc,Sony Computer Entertainment
1081,925,73.53,2002.0,PS2,Shooter,Electronic Arts
1082,926,76.0,2006.0,PSP,Racing,Sega
1083,927,77.0,2011.0,Wii,Action,LucasArts
1084,928,79.95,2010.0,DS,Role-Playing,Square Enix
1085,929,81.5,2010.0,PC,Simulation,Electronic Arts
1086,930,81.0,2006.0,Wii,Misc,Ubisoft
1087,396,86.0,2006.0,PSP,Action,LucasArts
1088,931,88.0,1997.0,PS,Sports,Electronic Arts
1089,932,81.13,2006.0,PSP,Misc,Sega
1090,933,73.36,2004.0,PS2,Action,Electronic Arts
1091,164,80.23999999999998,2003.0,XB,Racing,Vivendi Games
1092,830,85.0,2008.0,PS3,Fighting,Ubisoft
1093,934,76.0,1997.0,PS,Role-Playing,Sony Computer Entertainment
1094,935,78.0,2004.0,PS2,Misc,Sony Computer Entertainment
1095,936,64.0,2009.0,DS,Role-Playing,Level 5
1096,937,71.0,2002.0,PS2,Racing,Atari
1097,938,83.0,2010.0,DS,Puzzle,Warner Bros. Interactive Entertainment
1098,939,79.67,2007.0,DS,Role-Playing,Square Enix
1099,890,87.39,2009.0,X360,Fighting,Electronic Arts
1100,811,84.0,1994.0,GEN,Fighting,Acclaim Entertainment
1101,940,87.63,2005.0,XB,Shooter,Activision
1102,941,89.1,2011.0,X360,Shooter,Electronic Arts
1103,942,82.0,2004.0,GC,Platform,Nintendo
1104,779,83.0,2006.0,PS2,Racing,Electronic Arts
1105,313,79.0,2007.0,PSP,Sports,Electronic Arts
1106,943,88.49,2003.0,PS2,Shooter,Take-Two Interactive
1107,944,88.89,2004.0,PS2,Sports,Electronic Arts
1108,313,82.0,2007.0,X360,Sports,Electronic Arts
1109,175,70.0,2002.0,GBA,Action,Activision
1110,288,84.93,1998.0,N64,Fighting,Acclaim Entertainment
1111,147,56.0,2000.0,GB,Sports,Activision
1112,459,77.34999999999998,2003.0,GBA,Simulation,Electronic Arts
1113,945,81.2,2000.0,PS,Sports,Electronic Arts
1114,946,92.05,2004.0,GC,Shooter,Nintendo
1115,947,54.0,2004.0,PS2,Racing,TDK Mediactive
1116,948,82.0,2010.0,PS3,Fighting,THQ
1117,949,86.29,2000.0,PC,Strategy,Electronic Arts
1118,950,80.06999999999998,2010.0,X360,Action,Capcom
1119,951,66.0,1985.0,NES,Puzzle,Nintendo
1120,952,88.05,2002.0,PS2,Sports,Atari
1121,953,71.0,1997.0,PS,Fighting,Eidos Interactive
1122,954,69.5,2003.0,GBA,Role-Playing,Capcom
1123,955,74.0,1996.0,PS,Sports,Electronic Arts
1124,956,61.6,1996.0,PS,Racing,ASC Games
1125,957,42.0,2007.0,DS,Misc,Rising Star Games
1126,958,76.0,2006.0,PS3,Racing,Namco Bandai Games
1127,959,49.0,2002.0,PS2,Racing,Bethesda Softworks
1128,436,83.0,2008.0,PSP,Sports,Electronic Arts
1129,960,66.64,2005.0,PS2,Platform,Activision
1130,961,69.0,1999.0,PS,Adventure,THQ
1131,962,71.0,2007.0,PSP,Racing,Sega
1132,963,64.48,2002.0,PS2,Shooter,Acclaim Entertainment
1133,964,53.53,2012.0,X360,Action,Microsoft Game Studios
1134,398,92.97,2004.0,XB,Racing,Electronic Arts
1135,965,73.0,2002.0,GBA,Role-Playing,Konami Digital Entertainment
1136,966,63.0,2009.0,Wii,Misc,Electronic Arts
1137,967,60.69,2006.0,PS2,Sports,Electronic Arts
1138,968,80.0,2009.0,Wii,Adventure,Activision
1139,721,72.0,1992.0,NES,Puzzle,Nintendo
1140,969,87.0,2005.0,PSP,Role-Playing,Capcom
1141,970,90.0,2012.0,PC,Role-Playing,Activision
1142,971,77.0,2005.0,PS2,Misc,Sony Computer Entertainment
1143,643,89.07,2008.0,X360,Action,Electronic Arts
1144,972,73.0,1997.0,PS,Racing,Accolade
1145,973,80.0,1987.0,NES,Sports,Namco Bandai Games
1146,974,67.95,2006.0,X360,Shooter,Capcom
1147,975,76.0,1999.0,PS,Role-Playing,Namco Bandai Games
1148,482,83.73,2008.0,PS3,Shooter,Ubisoft
1149,976,77.91,2002.0,GBA,Role-Playing,Capcom
1150,977,86.0,2002.0,GC,Action,Capcom
1151,806,83.98,2008.0,PS3,Shooter,Ubisoft
1152,978,81.0,2005.0,PSP,Racing,Electronic Arts
1153,979,44.0,2003.0,GBA,Platform,TDK Mediactive
1154,980,77.56,2004.0,PS2,Shooter,Atari
1155,981,87.0,2010.0,PS3,Fighting,Capcom
1156,982,70.0,2009.0,DS,Puzzle,505 Games
1157,796,82.0,2010.0,PS3,Sports,Electronic Arts
1158,983,55.0,2011.0,DS,Misc,Activision
1159,868,83.26,2008.0,X360,Action,Capcom
1160,984,86.21,2005.0,PS2,Racing,Take-Two Interactive
1161,985,53.0,2007.0,DS,Simulation,Ubisoft
1162,986,85.24,2004.0,PS2,Role-Playing,Sony Online Entertainment
1163,987,85.0,2011.0,PS3,Shooter,Sony Computer Entertainment
1164,489,73.0,2007.0,PS3,Fighting,THQ
1165,988,84.0,2010.0,X360,Action,Take-Two Interactive
1166,989,67.67,1999.0,PS,Action,3DO
1167,990,81.0,2010.0,PS3,Shooter,Sony Computer Entertainment
1168,991,68.04,1999.0,PS,Racing,989 Studios
1169,992,76.84999999999998,2003.0,PS2,Action,Take-Two Interactive
1170,309,67.44,2005.0,PSP,Simulation,Electronic Arts
1171,993,87.0,2001.0,PS2,Action,Konami Digital Entertainment
1172,994,52.0,2007.0,DS,Adventure,Disney Interactive Studios
1173,995,89.58,1997.0,PS,Platform,Konami Digital Entertainment
1174,337,83.0,2008.0,PS2,Adventure,Activision
1175,996,79.0,1995.0,PS,Racing,Electronic Arts
1176,221,86.0,2003.0,XB,Sports,Activision
1177,997,76.0,1984.0,NES,Shooter,Nintendo
1178,998,68.0,1984.0,NES,Shooter,Namco Bandai Games
1179,685,88.36,2008.0,X360,Racing,Electronic Arts
1180,999,50.0,2008.0,DS,Simulation,Ubisoft
1181,1000,76.33,2002.0,PS2,Role-Playing,Atari
1182,1001,86.19,2012.0,X360,Racing,Microsoft Game Studios
1183,1002,78.0,2003.0,GC,Platform,Sega
1184,1003,76.0,2004.0,PS2,Action,Sony Computer Entertainment
1185,1004,85.0,1994.0,PS,Fighting,Sony Computer Entertainment
1186,1005,78.0,1998.0,PS,Puzzle,Sony Computer Entertainment
1187,1006,66.89,2007.0,Wii,Sports,Electronic Arts
1188,988,84.0,2010.0,PS3,Action,Take-Two Interactive
1189,1007,86.0,2008.0,X360,Sports,Take-Two Interactive
1190,1008,87.0,2009.0,DS,Adventure,Take-Two Interactive
1191,661,75.0,2010.0,Wii,Action,Disney Interactive Studios
1192,1009,63.23,2009.0,DS,Action,Activision
1193,1010,74.44,1998.0,PS,Misc,Hasbro Interactive
1194,735,87.0,2009.0,X360,Misc,MTV Games
1195,1011,36.0,2008.0,Wii,Misc,Disney Interactive Studios
1196,941,89.22,2011.0,PS3,Shooter,Electronic Arts
1197,1012,81.81999999999998,2009.0,X360,Action,Activision
1198,28,85.88,2010.0,Wii,Shooter,Activision
1199,948,81.0,2010.0,X360,Fighting,THQ
1200,1013,82.67,2000.0,PS,Sports,Electronic Arts
1201,427,81.0,2008.0,PS2,Action,LucasArts
1202,1014,74.0,2010.0,PS3,Action,LucasArts
1203,1015,64.0,2007.0,Wii,Adventure,Disney Interactive Studios
1204,1016,65.0,1987.0,NES,Role-Playing,Namco Bandai Games
1205,1017,55.0,1996.0,PS,Sports,Natsume
1206,1018,84.75,2012.0,X360,Shooter,Take-Two Interactive
1207,1019,86.0,2010.0,PS3,Racing,Codemasters
1208,1020,74.95999999999998,2011.0,Wii,Action,Disney Interactive Studios
1209,1021,81.0,2005.0,GC,Role-Playing,Nintendo
1210,1022,79.93,2006.0,PS2,Shooter,Electronic Arts
1211,1023,55.85,2010.0,X360,Racing,Microsoft Game Studios
1212,1024,65.0,2007.0,Wii,Sports,Take-Two Interactive
1213,908,84.79,2008.0,PS3,Shooter,Electronic Arts
1214,1025,66.0,2003.0,PS2,Action,Eidos Interactive
1215,858,86.74,2004.0,PS2,Action,Ubisoft
1216,1026,75.0,1998.0,PS,Racing,Electronic Arts
1217,1027,89.0,2005.0,PS2,Shooter,Sony Computer Entertainment
1218,1028,82.83,2001.0,PS2,Role-Playing,Pacific Century Cyber Works
1219,1029,75.0,2008.0,Wii,Sports,Ubisoft
1220,1030,87.0,1997.0,PS,Platform,GameBank
1221,1031,82.49,2008.0,PS3,Racing,Sony Computer Entertainment
1222,1032,76.0,2000.0,PS2,Racing,Namco Bandai Games
1223,1033,31.0,2008.0,Wii,Sports,Deep Silver
1224,1034,68.0,2005.0,DS,Simulation,Atari
1225,1035,84.0,2008.0,PS2,Fighting,THQ
1226,1036,75.9,2005.0,PC,Simulation,Electronic Arts
1227,1037,77.0,1992.0,GB,Puzzle,Nintendo
1228,950,79.81,2010.0,PS3,Action,Capcom
1229,294,79.0,2005.0,XB,Action,Activision
1230,1038,89.09,2012.0,X360,Shooter,Bethesda Softworks
1231,1039,78.0,2008.0,Wii,Misc,Activision
1232,779,80.0,2006.0,Wii,Racing,Electronic Arts
1233,1040,44.0,2001.0,PS2,Platform,Konami Digital Entertainment
1234,1041,93.0,2004.0,XB,Action,Microsoft Game Studios
1235,122,70.48,2002.0,XB,Platform,Universal Interactive
1236,1042,58.67,2004.0,PS2,Racing,Atari
1237,343,93.16,2011.0,PS3,Role-Playing,Electronic Arts
1238,1043,66.58,2008.0,DS,Adventure,Nintendo
1239,1044,76.0,2003.0,PS,Misc,Sony Computer Entertainment
1240,1045,80.0,2000.0,GB,Puzzle,Nintendo
1241,734,69.0,2003.0,GBA,Platform,THQ
1242,1046,85.73,1998.0,PS,Racing,Activision
1243,336,64.0,2008.0,DS,Platform,Activision
1244,1047,87.0,2004.0,GBA,Platform,Nintendo
1245,1048,76.64,2003.0,GBA,Puzzle,Nintendo
1246,1018,84.75,2012.0,PS3,Shooter,Take-Two Interactive
1247,1049,88.0,2005.0,DS,Role-Playing,Nintendo
1248,1050,66.0,2011.0,Wii,Misc,Namco Bandai Games
1249,1051,87.0,2010.0,DS,Role-Playing,Nintendo
1250,1052,53.33,2007.0,Wii,Sports,RTL
1251,1053,81.03,2004.0,GC,Sports,Nintendo
1252,1054,85.5,2011.0,PS3,Fighting,Capcom
1253,1055,83.0,1997.0,PS,Puzzle,Sony Computer Entertainment
1254,1056,70.0,2007.0,DS,Platform,THQ
1255,1057,81.0,1997.0,PS,Sports,Electronic Arts
1256,1058,87.15,2002.0,GBA,Role-Playing,Nintendo
1257,534,70.0,1996.0,PS,Simulation,Maxis
1258,295,85.91,2001.0,XB,Shooter,Take-Two Interactive
1259,1059,73.2,1998.0,PS,Fighting,Electronic Arts
1260,1060,83.0,2002.0,PS2,Sports,Sega
1261,536,86.0,2009.0,X360,Misc,Sega
1262,1061,71.0,2006.0,PS2,Racing,THQ
1263,1062,78.89,2012.0,X360,Shooter,Ubisoft
1264,1063,67.8,2001.0,XB,Misc,Microsoft Game Studios
1265,624,84.74,2007.0,PS3,Shooter,Ubisoft
1266,357,73.43,2004.0,XB,Shooter,Activision
1267,723,59.33,2007.0,Wii,Action,D3Publisher
1268,1064,84.0,2002.0,PS2,Platform,Sony Computer Entertainment
1269,1065,76.0,1999.0,PS,Action,LucasArts
1270,1066,87.0,1992.0,SNES,Platform,Capcom
1271,1067,80.7,2000.0,PS,Action,Virgin Interactive
1272,1068,79.88,2001.0,PS,Role-Playing,Enix Corporation
1273,72,83.0,2003.0,GC,Racing,Electronic Arts
1274,1069,82.0,2002.0,PC,Strategy,Atari
1275,1070,63.0,2007.0,GBA,Misc,Majesco Entertainment
1276,1071,67.0,1997.0,PS,Racing,Accolade
1277,1072,78.0,2010.0,X360,Sports,Ubisoft
1278,496,91.98,2008.0,DS,Role-Playing,Square Enix
1279,1073,85.5,2011.0,X360,Shooter,Electronic Arts
1280,1074,88.49,2005.0,PSP,Sports,Konami Digital Entertainment
1281,1075,61.57,2002.0,PS2,Action,Black Label Games
1282,1076,76.76,2004.0,PS2,Racing,SouthPeak Games
1283,1077,91.0,2004.0,GC,Strategy,Nintendo
1284,1078,65.29,2007.0,DS,Action,Activision
1285,1079,76.0,1989.0,GB,Shooter,Nintendo
1286,1080,91.53,1999.0,DC,Sports,Sega
1287,308,70.0,2003.0,XB,Action,Atari
1288,1081,67.38,2008.0,PS3,Shooter,Sony Computer Entertainment
1289,1082,83.75,2010.0,X360,Action,Microsoft Game Studios
1290,1083,84.0,2001.0,PS2,Sports,Electronic Arts
1291,200,82.0,2006.0,PSP,Sports,Electronic Arts
1292,1084,74.0,1997.0,PS,Simulation,Electronic Arts
1293,256,51.82,2003.0,GBA,Racing,THQ
1294,1085,66.76,2007.0,DS,Racing,Nintendo
1295,1086,66.0,2002.0,GBA,Platform,THQ
1296,1087,76.58,2006.0,PS2,Adventure,Vivendi Games
1297,670,72.0,2011.0,X360,Racing,Electronic Arts
1298,1014,73.0,2010.0,X360,Action,LucasArts
1299,1088,81.0,1990.0,NES,Platform,Capcom
1300,1089,70.0,1998.0,N64,Sports,Nintendo
1301,1090,56.0,1999.0,PS,Racing,Ubisoft
1302,250,79.0,2008.0,Wii,Sports,Konami Digital Entertainment
1303,175,75.0,2002.0,GC,Action,Activision
1304,1091,85.0,2004.0,GBA,Role-Playing,Nintendo
1305,1092,90.0,1993.0,SNES,Platform,Capcom
1306,1093,84.0,1999.0,PS,Adventure,Konami Digital Entertainment
1307,1094,78.0,2009.0,Wii,Adventure,Nintendo
1308,1095,76.0,2010.0,Wii,Sports,Electronic Arts
1309,1096,78.55,2010.0,Wii,Action,Nintendo
1310,859,81.0,2011.0,PS3,Shooter,Bethesda Softworks
1311,1097,89.34,1999.0,DC,Adventure,Sega
1312,491,86.0,2000.0,GB,Sports,Nintendo
1313,165,83.0,2001.0,GBA,Sports,Activision
1314,1098,81.0,1991.0,SNES,Platform,Capcom
1315,1099,72.0,1996.0,PS,Simulation,Electronic Arts
1316,1100,79.15,2005.0,PS2,Shooter,Activision
1317,437,80.94,2009.0,X360,Fighting,Namco Bandai Games
1318,1101,69.16,2002.0,PS2,Platform,Electronic Arts
1319,1012,79.65,2009.0,PS3,Action,Activision
1320,1102,84.68,2008.0,Wii,Puzzle,Electronic Arts
1321,1103,64.0,1997.0,N64,Action,Ocean
1322,1104,82.0,1996.0,PS,Racing,Sony Computer Entertainment
1323,139,69.0,2003.0,XB,Shooter,Electronic Arts
1324,1105,75.19,2007.0,Wii,Simulation,Electronic Arts
1325,1106,76.0,1996.0,PS,Racing,Psygnosis
1326,489,82.0,2007.0,PSP,Fighting,THQ
1327,1107,79.06999999999998,2004.0,GBA,Puzzle,Nintendo
1328,1108,85.57,2006.0,PS2,Racing,Take-Two Interactive
1329,1109,70.71,2004.0,PS2,Shooter,Ubisoft
1330,1110,83.0,1997.0,PS,Fighting,Sony Computer Entertainment
1331,1111,78.0,2008.0,PS3,Adventure,Eidos Interactive
1332,1112,47.0,2008.0,Wii,Misc,Disney Interactive Studios
1333,1113,89.57,2011.0,X360,Shooter,Square Enix
1334,1114,81.0,2001.0,PS2,Racing,Electronic Arts
1335,1115,77.43,2006.0,DS,Puzzle,Nintendo
1336,1116,81.77,1995.0,SAT,Racing,Sega
1337,1117,87.0,1999.0,N64,Shooter,Nintendo
1338,1118,73.0,2002.0,GBA,Role-Playing,Konami Digital Entertainment
1339,1119,55.0,1997.0,PS,Racing,Eidos Interactive
1340,331,56.0,2010.0,Wii,Simulation,Electronic Arts
1341,267,84.0,2005.0,XB,Action,Eidos Interactive
1342,1120,84.0,2010.0,PC,Sports,Sega
1343,331,77.36,2010.0,X360,Simulation,Electronic Arts
1344,1121,85.0,2001.0,GB,Role-Playing,Enix Corporation
1345,1122,52.65,2001.0,PS2,Action,Midway Games
1346,1123,44.0,2004.0,PS2,Shooter,Empire Interactive
1347,1124,45.0,1990.0,GB,Puzzle,Nintendo
1348,1125,57.0,1986.0,NES,Action,Hudson Soft
1349,1126,81.0,2003.0,GC,Misc,Nintendo
1350,1127,89.0,2007.0,DS,Role-Playing,Square Enix
1351,1128,79.0,1993.0,SNES,Role-Playing,Enix Corporation
1352,1129,67.0,2003.0,PS2,Platform,THQ
1353,1130,65.39,1998.0,PS,Shooter,Success
1354,1131,81.0,2010.0,Wii,Racing,Sega
1355,1132,81.95,2008.0,PC,Simulation,Sega
1356,1133,53.93,2000.0,PS,Action,Take-Two Interactive
1357,1134,79.62,2003.0,PS2,Action,Activision
1358,1135,91.0,2005.0,PS2,Adventure,Sony Computer Entertainment
1359,1136,79.67,1998.0,PS,Role-Playing,Square
1360,1137,84.0,2012.0,3DS,Role-Playing,Square Enix
1361,1138,79.52,2005.0,PS2,Simulation,Konami Digital Entertainment
1362,259,80.0,2005.0,PSP,Shooter,LucasArts
1363,1139,74.0,1986.0,NES,Action,Capcom
1364,1140,82.0,1990.0,SNES,Simulation,Nintendo
1365,1141,74.0,1991.0,GB,Racing,Nintendo
1366,1142,93.63,2000.0,DC,Action,Eidos Interactive
1367,1143,66.0,1998.0,N64,Shooter,Acclaim Entertainment
1368,298,84.34,2003.0,XB,Action,Electronic Arts
1369,1144,33.0,2008.0,DS,Misc,Disney Interactive Studios
1370,267,82.0,2005.0,GBA,Action,Eidos Interactive
1371,1145,91.0,2005.0,PS2,Adventure,Take-Two Interactive
1372,1039,73.0,2008.0,X360,Misc,Activision
1373,1146,50.0,2001.0,PS2,Simulation,Atari
1374,927,80.0,2011.0,X360,Action,LucasArts
1375,80,85.0,2004.0,GC,Racing,Electronic Arts
1376,879,83.0,2010.0,DS,Platform,Sega
1377,1147,86.82,2002.0,XB,Simulation,Microsoft Game Studios
1378,515,82.0,2010.0,X360,Adventure,Warner Bros. Interactive Entertainment
1379,1148,84.66,2004.0,XB,Shooter,Ubisoft
1380,324,77.0,1983.0,NES,Platform,Nintendo
1381,183,87.0,2005.0,X360,Racing,Electronic Arts
1382,1149,55.0,1998.0,PS,Misc,Sony Computer Entertainment
1383,1150,80.0,2005.0,GBA,Role-Playing,Nintendo
1384,1151,86.95,2006.0,PSP,Action,Konami Digital Entertainment
1385,1152,77.0,2010.0,PS3,Fighting,Namco Bandai Games
1386,1153,58.0,2001.0,PS2,Racing,Activision
1387,1154,83.0,1996.0,N64,Simulation,Nintendo
1388,1155,87.0,1990.0,NES,Platform,Capcom
1389,1156,69.0,2010.0,PS3,Sports,Electronic Arts
1390,400,79.31,2005.0,XB,Shooter,Activision
1391,774,74.17,2008.0,PS3,Shooter,Electronic Arts
1392,860,81.0,2009.0,PS2,Misc,Activision
1393,1157,83.0,2009.0,PS3,Fighting,THQ
1394,1113,89.89,2011.0,PS3,Shooter,Square Enix
1395,1158,72.0,2007.0,DS,Misc,Atari
1396,282,83.54,2004.0,XB,Action,Activision
1397,1159,77.0,2011.0,X360,Fighting,THQ
1398,1160,73.16,2003.0,XB,Shooter,Microsoft Game Studios
1399,1161,57.44,2007.0,PS2,Action,Activision
1400,1162,82.2,2007.0,PC,Sports,Russel
1401,1163,84.0,2007.0,DS,Platform,Sega
1402,1164,75.0,2007.0,PS2,Misc,RedOctane
1403,1165,76.0,2007.0,PS3,Shooter,Electronic Arts
1404,184,57.0,2006.0,PS3,Platform,Sega
1405,251,79.0,2008.0,PSP,Adventure,LucasArts
1406,1166,93.92,2005.0,XB,Adventure,Ubisoft
1407,1167,75.0,1995.0,PS,Role-Playing,Sony Computer Entertainment
1408,1168,85.0,1994.0,GEN,Sports,Acclaim Entertainment
1409,1169,75.0,1983.0,NES,Platform,Nintendo
1410,1170,72.45999999999998,1999.0,PS,Role-Playing,Square
1411,1171,77.8,2008.0,Wii,Platform,Nintendo
1412,1073,85.21,2011.0,PS3,Shooter,Electronic Arts
1413,268,80.0,2009.0,PSP,Sports,Electronic Arts
1414,1172,83.0,1997.0,PS,Sports,Electronic Arts
1415,1173,83.0,1998.0,N64,Racing,Nintendo
1416,1174,85.0,1989.0,NES,Role-Playing,Namco Bandai Games
1417,1175,77.7,1984.0,NES,Puzzle,Hudson Soft
1418,1176,74.0,1989.0,GB,Role-Playing,Square
1419,1177,68.0,1983.0,NES,Platform,Nintendo
1420,1178,52.0,1999.0,GB,Strategy,Konami Digital Entertainment
1421,1179,77.0,2012.0,PS3,Sports,Konami Digital Entertainment
1422,1180,87.0,2004.0,PSP,Puzzle,Ubisoft
1423,1181,88.26,2007.0,PSP,Role-Playing,Square Enix
1424,1182,79.0,2007.0,PSP,Shooter,Electronic Arts
1425,1013,74.73,2001.0,PS2,Sports,Electronic Arts
1426,1183,80.0,2006.0,PS2,Misc,Sony Computer Entertainment
1427,1184,77.0,2006.0,PS2,Misc,Sony Computer Entertainment
1428,1185,93.0,2003.0,GC,Role-Playing,Nintendo
1429,1186,87.22,2008.0,PS3,Role-Playing,Sega
1430,968,69.0,2009.0,DS,Adventure,Activision
1431,1187,89.0,1998.0,PS,Role-Playing,Sony Computer Entertainment
1432,1188,81.54,2005.0,PSP,Shooter,Sony Computer Entertainment
1433,416,93.57,2008.0,PS3,Shooter,Take-Two Interactive
1434,1189,78.06999999999998,2006.0,PS2,Adventure,Sega
1435,1190,79.53,2008.0,X360,Action,Electronic Arts
1436,1191,76.04,2003.0,GBA,Role-Playing,Atari
1437,1192,85.0,1988.0,NES,Sports,Namco Bandai Games
1438,1193,94.5,2000.0,DC,Sports,Sega
1439,1194,70.55,1998.0,PS,Simulation,Konami Digital Entertainment
1440,1195,83.0,2003.0,XB,Sports,Electronic Arts
1441,1196,88.0,2006.0,PS2,Action,Electronic Arts
1442,1197,73.0,2002.0,PS2,Shooter,LucasArts
1443,1198,83.0,2011.0,PS3,Racing,Codemasters
1444,1199,44.0,2007.0,DS,Simulation,Ubisoft
1445,1200,85.0,2007.0,PS3,Action,Eidos Interactive
1446,1201,85.0,2007.0,PS3,Sports,Sony Computer Entertainment
